GRID,10001,100001,-9.06E-16,0,1.00345,100001
GRID,10002,100001,-0.361,-1.857E-08,0.998572,100001
GRID,10003,100001,-0.045128,-1.658E-09,1.00337,100001
GRID,10004,100001,-0.09026,-1.986E-09,1.00315,100001
GRID,10005,100001,-0.135389,-5.409E-09,1.00276,100001
GRID,10006,100001,-0.180517,-3.145E-09,1.00223,100001
GRID,10007,100001,-0.225642,-2.695E-09,1.00155,100001
GRID,10008,100001,-0.270764,-2.918E-09,1.00071,100001
GRID,10009,100001,-0.315884,-1.305E-08,0.999716,100001
GRID,10010,100001,-0.04488,-0.004717,1.00337,100001
GRID,10011,100001,-0.089765,-0.009434,1.00315,100001
GRID,10012,100001,-0.134647,-0.014152,1.00276,100001
GRID,10013,100001,-0.179528,-0.018869,1.00223,100001
GRID,10014,100001,-0.224406,-0.023586,1.00155,100001
GRID,10015,100001,-0.269281,-0.028302,1.00071,100001
GRID,10016,100001,-0.314154,-0.033018,0.999716,100001
GRID,10017,100001,-0.359022,-0.037734,0.998572,100001
GRID,10018,100001,-0.044141,-0.009382,1.00337,100001
GRID,10019,100001,-0.088287,-0.018766,1.00315,100001
GRID,10020,100001,-0.13243,-0.028149,1.00276,100001
GRID,10021,100001,-0.176572,-0.037531,1.00223,100001
GRID,10022,100001,-0.220711,-0.046913,1.00155,100001
GRID,10023,100001,-0.264847,-0.056295,1.00071,100001
GRID,10024,100001,-0.308981,-0.065676,0.999716,100001
GRID,10025,100001,-0.353111,-0.075056,0.998572,100001
GRID,10026,100001,-0.042919,-0.013945,1.00337,100001
GRID,10027,100001,-0.085842,-0.027892,1.00315,100001
GRID,10028,100001,-0.128763,-0.041837,1.00276,100001
GRID,10029,100001,-0.171682,-0.055782,1.00223,100001
GRID,10030,100001,-0.214598,-0.069727,1.00155,100001
GRID,10031,100001,-0.257512,-0.08367,1.00071,100001
GRID,10032,100001,-0.300424,-0.097613,0.999716,100001
GRID,10033,100001,-0.343331,-0.111555,0.998572,100001
GRID,10034,100001,-0.041226,-0.018355,1.00337,100001
GRID,10035,100001,-0.082456,-0.036712,1.00315,100001
GRID,10036,100001,-0.123684,-0.055067,1.00276,100001
GRID,10037,100001,-0.164911,-0.073422,1.00223,100001
GRID,10038,100001,-0.206134,-0.091776,1.00155,100001
GRID,10039,100001,-0.247355,-0.11013,1.00071,100001
GRID,10040,100001,-0.288574,-0.128482,0.999716,100001
GRID,10041,100001,-0.32979,-0.146832,0.998572,100001
GRID,10042,100001,-0.039082,-0.022564,1.00337,100001
GRID,10043,100001,-0.078167,-0.04513,1.00315,100001
GRID,10044,100001,-0.11725,-0.067694,1.00276,100001
GRID,10045,100001,-0.156332,-0.090258,1.00223,100001
GRID,10046,100001,-0.195412,-0.112821,1.00155,100001
GRID,10047,100001,-0.234489,-0.135382,1.00071,100001
GRID,10048,100001,-0.273564,-0.157942,0.999716,100001
GRID,10049,100001,-0.312635,-0.1805,0.998572,100001
GRID,10050,100001,-0.036509,-0.026525,1.00337,100001
GRID,10051,100001,-0.073022,-0.053053,1.00315,100001
GRID,10052,100001,-0.109532,-0.079579,1.00276,100001
GRID,10053,100001,-0.146041,-0.106105,1.00223,100001
GRID,10054,100001,-0.182548,-0.132629,1.00155,100001
GRID,10055,100001,-0.219053,-0.159151,1.00071,100001
GRID,10056,100001,-0.255556,-0.185672,0.999716,100001
GRID,10057,100001,-0.292055,-0.212191,0.998572,100001
GRID,10058,100001,-0.033536,-0.030196,1.00337,100001
GRID,10059,100001,-0.067076,-0.060395,1.00315,100001
GRID,10060,100001,-0.100614,-0.090592,1.00276,100001
GRID,10061,100001,-0.13415,-0.12079,1.00223,100001
GRID,10062,100001,-0.167685,-0.150984,1.00155,100001
GRID,10063,100001,-0.201217,-0.181177,1.00071,100001
GRID,10064,100001,-0.234748,-0.211368,0.999716,100001
GRID,10065,100001,-0.268275,-0.241556,0.998572,100001
GRID,10066,100001,-0.030196,-0.033536,1.00337,100001
GRID,10067,100001,-0.060395,-0.067076,1.00315,100001
GRID,10068,100001,-0.090592,-0.100614,1.00276,100001
GRID,10069,100001,-0.120789,-0.13415,1.00223,100001
GRID,10070,100001,-0.150984,-0.167685,1.00155,100001
GRID,10071,100001,-0.181177,-0.201217,1.00071,100001
GRID,10072,100001,-0.211368,-0.234748,0.999716,100001
GRID,10073,100001,-0.241556,-0.268275,0.998572,100001
GRID,10074,100001,-0.026525,-0.036509,1.00337,100001
GRID,10075,100001,-0.053053,-0.073022,1.00315,100001
GRID,10076,100001,-0.079579,-0.109532,1.00276,100001
GRID,10077,100001,-0.106105,-0.146041,1.00223,100001
GRID,10078,100001,-0.132629,-0.182548,1.00155,100001
GRID,10079,100001,-0.159151,-0.219053,1.00071,100001
GRID,10080,100001,-0.185672,-0.255556,0.999716,100001
GRID,10081,100001,-0.212191,-0.292055,0.998572,100001
GRID,10082,100001,-0.022564,-0.039082,1.00337,100001
GRID,10083,100001,-0.04513,-0.078167,1.00315,100001
GRID,10084,100001,-0.067694,-0.11725,1.00276,100001
GRID,10085,100001,-0.090258,-0.156332,1.00223,100001
GRID,10086,100001,-0.112821,-0.195412,1.00155,100001
