Gravity:,Y,,,,,,
Grid #,Type,X[m],Y[m],Z[m],RX[rad],RY[rad],Rz[rad]
100000,G,4.2878E-06,-3.3338E-04,-1.2980E-06,-2.0075E-05,2.0469E-07,-1.4362E-06
100001,G,3.7891E-06,-3.3324E-04,7.7115E-06,-3.1335E-05,2.2298E-07,-1.4372E-06
100002,G,4.7955E-06,-3.3265E-04,-6.3930E-06,-9.4076E-06,1.8178E-07,-1.4377E-06
100003,G,3.6485E-06,-3.3288E-04,1.1030E-05,-3.4729E-05,2.2836E-07,-1.4373E-06
100004,G,4.9421E-06,-3.3243E-04,-7.1827E-06,-6.7268E-06,1.7476E-07,-1.4381E-06
100005,G,4.8687E-06,-3.3254E-04,-6.8215E-06,-8.0319E-06,1.7887E-07,-1.4373E-06
100006,G,3.7187E-06,-3.3308E-04,9.3279E-06,-3.3012E-05,2.2507E-07,-1.4367E-06
100007,G,4.2518E-06,-3.3341E-04,-7.8595E-07,-2.0870E-05,2.0715E-07,-1.4364E-06
100008,G,4.3238E-06,-3.3334E-04,-1.7898E-06,-1.9282E-05,2.0156E-07,-1.4362E-06
100009,G,3.5785E-06,-3.3263E-04,1.2821E-05,-3.6504E-05,2.3113E-07,-1.4376E-06
100010,G,5.0157E-06,-3.3233E-04,-7.4805E-06,-5.5041E-06,1.7149E-07,-1.4386E-06
100011,G,4.2159E-06,-3.3344E-04,-2.5388E-07,-2.1662E-05,2.0920E-07,-1.4364E-06
100012,G,4.3599E-06,-3.3330E-04,-2.2615E-06,-1.8494E-05,1.9915E-07,-1.4363E-06
100013,G,3.2663E-06,-3.3079E-04,2.2085E-05,-4.5770E-05,2.4681E-07,-1.4399E-06
100014,G,5.3484E-06,-3.3204E-04,-8.1890E-06,-1.6066E-06,1.5100E-07,-1.4432E-06
100015,G,3.3008E-06,-3.3107E-04,2.0945E-05,-4.4664E-05,2.4759E-07,-1.4409E-06
100016,G,5.3112E-06,-3.3206E-04,-8.1486E-06,-1.8455E-06,1.5568E-07,-1.4420E-06
100017,G,3.3353E-06,-3.3132E-04,1.9837E-05,-4.3503E-05,2.4189E-07,-1.4396E-06
100018,G,5.2741E-06,-3.3208E-04,-8.1015E-06,-2.1633E-06,1.5998E-07,-1.4412E-06
100019,G,4.1800E-06,-3.3346E-04,2.9845E-07,-2.2461E-05,2.1113E-07,-1.4364E-06
100020,G,4.3960E-06,-3.3326E-04,-2.7133E-06,-1.7704E-05,1.9698E-07,-1.4364E-06
100021,G,3.4043E-06,-3.3177E-04,1.7710E-05,-4.1357E-05,2.3943E-07,-1.4392E-06
100022,G,5.2003E-06,-3.3214E-04,-7.9817E-06,-2.9297E-06,1.6160E-07,-1.4409E-06
100023,G,3.4390E-06,-3.3197E-04,1.6684E-05,-4.0318E-05,2.3921E-07,-1.4392E-06
100024,G,5.1633E-06,-3.3217E-04,-7.9064E-06,-3.3761E-06,1.6360E-07,-1.4402E-06
100025,G,3.4737E-06,-3.3216E-04,1.5683E-05,-3.9334E-05,2.3886E-07,-1.4390E-06
100026,G,4.1442E-06,-3.3348E-04,8.7136E-07,-2.3257E-05,2.1352E-07,-1.4364E-06
100027,G,5.1264E-06,-3.3221E-04,-7.8195E-06,-3.8647E-06,1.6223E-07,-1.4405E-06
100028,G,4.4322E-06,-3.3321E-04,-3.1453E-06,-1.6920E-05,1.9413E-07,-1.4366E-06
100029,G,3.5085E-06,-3.3233E-04,1.4706E-05,-3.8361E-05,2.3578E-07,-1.4384E-06
100030,G,5.0895E-06,-3.3225E-04,-7.7202E-06,-4.3798E-06,1.6770E-07,-1.4393E-06
100031,G,3.5434E-06,-3.3248E-04,1.3754E-05,-3.7431E-05,2.3777E-07,-1.4388E-06
100032,G,5.0527E-06,-3.3229E-04,-7.6076E-06,-4.9296E-06,1.6464E-07,-1.4398E-06
100033,G,4.1084E-06,-3.3349E-04,1.4641E-06,-2.4056E-05,2.1513E-07,-1.4365E-06
100034,G,4.4684E-06,-3.3316E-04,-3.5572E-06,-1.6138E-05,1.9265E-07,-1.4366E-06
100035,G,4.0727E-06,-3.3349E-04,2.0771E-06,-2.4857E-05,2.1707E-07,-1.4365E-06
100036,G,4.5046E-06,-3.3311E-04,-3.9492E-06,-1.5359E-05,1.9055E-07,-1.4367E-06
100037,G,3.6133E-06,-3.3276E-04,1.1918E-05,-3.5616E-05,2.3485E-07,-1.4384E-06
100038,G,4.9791E-06,-3.3238E-04,-7.3398E-06,-6.1043E-06,1.6876E-07,-1.4393E-06
100039,G,4.0370E-06,-3.3349E-04,2.7103E-06,-2.5656E-05,2.1885E-07,-1.4366E-06
100040,G,4.5409E-06,-3.3305E-04,-4.3216E-06,-1.4589E-05,1.8850E-07,-1.4368E-06
100041,G,3.6833E-06,-3.3298E-04,1.0172E-05,-3.3872E-05,2.3292E-07,-1.4382E-06
100042,G,4.9057E-06,-3.3248E-04,-7.0111E-06,-7.3684E-06,1.7158E-07,-1.4388E-06
100043,G,4.0014E-06,-3.3347E-04,3.3639E-06,-2.6459E-05,2.2064E-07,-1.4368E-06
100044,G,4.5772E-06,-3.3300E-04,-4.6745E-06,-1.3820E-05,1.8660E-07,-1.4370E-06
100045,G,3.7538E-06,-3.3316E-04,8.5090E-06,-3.2173E-05,2.3062E-07,-1.4380E-06
100046,G,4.8323E-06,-3.3259E-04,-6.6159E-06,-8.7116E-06,1.7466E-07,-1.4385E-06
100047,G,3.9659E-06,-3.3346E-04,4.0376E-06,-2.7262E-05,2.2203E-07,-1.4369E-06
100048,G,4.6135E-06,-3.3294E-04,-5.0080E-06,-1.3063E-05,1.8493E-07,-1.4371E-06
100049,G,3.9304E-06,-3.3343E-04,4.7317E-06,-2.8070E-05,2.2350E-07,-1.4369E-06
100050,G,4.6499E-06,-3.3288E-04,-5.3225E-06,-1.2309E-05,1.8321E-07,-1.4372E-06
100051,G,3.8242E-06,-3.3330E-04,6.9383E-06,-3.0519E-05,2.2709E-07,-1.4375E-06
100052,G,4.7593E-06,-3.3271E-04,-6.1536E-06,-1.0110E-05,1.7907E-07,-1.4379E-06
100053,G,3.8949E-06,-3.3339E-04,5.4467E-06,-2.8884E-05,2.2510E-07,-1.4371E-06
100054,G,4.6863E-06,-3.3282E-04,-5.6180E-06,-1.1566E-05,1.8149E-07,-1.4374E-06
100055,G,3.8595E-06,-3.3335E-04,6.1821E-06,-2.9694E-05,2.2640E-07,-1.4372E-06
100056,G,4.7228E-06,-3.3276E-04,-5.8950E-06,-1.0835E-05,1.7952E-07,-1.4376E-06
100057,G,5.2370E-06,-3.3211E-04,-8.0462E-06,-2.5189E-06,1.6210E-07,-1.4407E-06
100058,G,3.3700E-06,-3.3155E-04,1.8758E-05,-4.2407E-05,2.3318E-07,-1.4378E-06
100059,G,5.3362E-06,-3.3207E-04,-8.1947E-06,-1.5766E-06,3.0528E-07,-1.3802E-06
100060,G,3.2812E-06,-3.3075E-04,2.2081E-05,-4.5714E-05,-6.8865E-07,-1.2311E-06
100061,G,5.2987E-06,-3.3209E-04,-8.1549E-06,-1.8316E-06,3.4049E-07,-1.3752E-06
