Case =,Cold,,,,,,
Grid #,Type,X[m],Y[m],Z[m],RX[rad],RY[rad],Rz[rad]
100089,G,-1.9680E-06,2.6492E-05,4.8972E-04,2.0148E-05,2.0610E-07,-4.1243E-07
100090,G,-2.3847E-06,1.5595E-05,5.0559E-04,2.2191E-05,2.1480E-07,-4.1161E-07
100091,G,-2.3955E-06,1.6028E-05,5.0508E-04,2.2111E-05,2.1457E-07,-4.1153E-07
100092,G,-1.9585E-06,2.6196E-05,4.9027E-04,2.0230E-05,2.0747E-07,-4.1240E-07
100093,G,-2.4064E-06,1.6456E-05,5.0457E-04,2.2031E-05,2.0613E-07,-4.1248E-07
100094,G,-1.9490E-06,2.5896E-05,4.9082E-04,2.0313E-05,2.1688E-07,-4.1340E-07
100095,G,-1.9394E-06,2.5591E-05,4.9137E-04,2.0382E-05,2.2969E-07,-4.1455E-07
100096,G,-2.4172E-06,1.6878E-05,5.0406E-04,2.1961E-05,1.9398E-07,-4.1365E-07
100097,G,-2.4279E-06,1.7295E-05,5.0355E-04,2.1874E-05,1.9058E-07,-4.1398E-07
100098,G,-2.5423E-06,2.1562E-05,4.9783E-04,2.1165E-05,1.3609E-07,-4.1547E-07
100099,G,-1.9297E-06,2.5283E-05,4.9192E-04,2.0471E-05,2.3360E-07,-4.1487E-07
100100,G,-1.8106E-06,2.1220E-05,4.9837E-04,2.1236E-05,2.9101E-07,-4.1575E-07
100101,G,-2.5525E-06,2.1922E-05,4.9730E-04,2.1102E-05,1.2939E-07,-4.1542E-07
100102,G,-2.4386E-06,1.7708E-05,5.0304E-04,2.1811E-05,1.8926E-07,-4.1389E-07
100103,G,-1.9200E-06,2.4969E-05,4.9246E-04,2.0532E-05,2.3533E-07,-4.1475E-07
100104,G,-1.9103E-06,2.4651E-05,4.9301E-04,2.0612E-05,2.3960E-07,-4.1503E-07
100105,G,-2.4492E-06,1.8115E-05,5.0253E-04,2.1731E-05,1.8511E-07,-4.1422E-07
100106,G,-2.5727E-06,2.2626E-05,4.9624E-04,2.0982E-05,1.2267E-07,-4.1530E-07
100107,G,-1.7900E-06,2.0478E-05,4.9942E-04,2.1358E-05,2.9785E-07,-4.1561E-07
100108,G,-2.4597E-06,1.8518E-05,5.0201E-04,2.1669E-05,1.7270E-07,-4.1498E-07
100109,G,-1.9005E-06,2.4329E-05,4.9355E-04,2.0673E-05,2.5202E-07,-4.1572E-07
100110,G,-2.4702E-06,1.8915E-05,5.0149E-04,2.1599E-05,1.7715E-07,-4.1460E-07
100111,G,-1.8907E-06,2.4002E-05,4.9409E-04,2.0744E-05,2.4768E-07,-4.1531E-07
100112,G,-2.5828E-06,2.2972E-05,4.9570E-04,2.0922E-05,1.1242E-07,-4.1501E-07
100113,G,-1.7795E-06,2.0099E-05,4.9995E-04,2.1418E-05,3.0803E-07,-4.1529E-07
100114,G,-2.4807E-06,1.9308E-05,5.0098E-04,2.1536E-05,1.6814E-07,-4.1503E-07
100115,G,-2.5929E-06,2.3313E-05,4.9516E-04,2.0859E-05,1.0478E-07,-4.1473E-07
100116,G,-1.7690E-06,1.9716E-05,5.0047E-04,2.1482E-05,3.1488E-07,-4.1503E-07
100117,G,-1.8808E-06,2.3670E-05,4.9464E-04,2.0805E-05,2.5631E-07,-4.1565E-07
100118,G,-2.4912E-06,1.9696E-05,5.0046E-04,2.1469E-05,1.6514E-07,-4.1512E-07
100119,G,-1.8709E-06,2.3334E-05,4.9517E-04,2.0872E-05,2.5912E-07,-4.1570E-07
100120,G,-2.6029E-06,2.3649E-05,4.9463E-04,2.0797E-05,1.0112E-07,-4.1457E-07
100121,G,-1.7585E-06,1.9329E-05,5.0099E-04,2.1543E-05,3.1800E-07,-4.1488E-07
100122,G,-2.5015E-06,2.0078E-05,4.9993E-04,2.1408E-05,1.5610E-07,-4.1537E-07
100123,G,-1.7372E-06,1.8539E-05,5.0202E-04,2.1678E-05,3.1957E-07,-4.1502E-07
100124,G,-1.8610E-06,2.2993E-05,4.9571E-04,2.0931E-05,2.6810E-07,-4.1590E-07
100125,G,-2.6229E-06,2.4308E-05,4.9354E-04,2.0664E-05,9.8589E-08,-4.1466E-07
100126,G,-2.5118E-06,2.0457E-05,4.9941E-04,2.1345E-05,1.5037E-07,-4.1547E-07
100127,G,-1.8509E-06,2.2648E-05,4.9625E-04,2.0994E-05,2.7302E-07,-4.1593E-07
100128,G,-2.5221E-06,2.0830E-05,4.9889E-04,2.1284E-05,1.4861E-07,-4.1544E-07
100129,G,-1.8409E-06,2.2298E-05,4.9678E-04,2.1054E-05,2.7541E-07,-4.1587E-07
100130,G,-2.6329E-06,2.4630E-05,4.9300E-04,2.0600E-05,7.9705E-08,-4.1332E-07
100131,G,-1.7264E-06,1.8136E-05,5.0254E-04,2.1743E-05,3.3788E-07,-4.1373E-07
100132,G,-2.5324E-06,2.1199E-05,4.9836E-04,2.1224E-05,1.3868E-07,-4.1552E-07
100133,G,-1.8307E-06,2.1943E-05,4.9731E-04,2.1115E-05,2.8271E-07,-4.1589E-07
100134,G,-2.6527E-06,2.5262E-05,4.9191E-04,2.0454E-05,7.7500E-08,-4.1344E-07
100135,G,-1.7046E-06,1.7316E-05,5.0357E-04,2.1890E-05,3.3897E-07,-4.1395E-07
100136,G,-1.8205E-06,2.1584E-05,4.9784E-04,2.1173E-05,2.8816E-07,-4.1581E-07
100137,G,-2.6428E-06,2.4948E-05,4.9246E-04,2.0523E-05,7.2194E-08,-4.1283E-07
100138,G,-1.7155E-06,1.7729E-05,5.0305E-04,2.1820E-05,3.4506E-07,-4.1326E-07
100139,G,-2.6131E-06,2.3981E-05,4.9409E-04,2.0730E-05,8.9539E-08,-4.1396E-07
100140,G,-1.7476E-06,1.8936E-05,5.0151E-04,2.1612E-05,3.2918E-07,-4.1429E-07
100141,G,-2.6627E-06,2.5571E-05,4.9136E-04,2.0378E-05,7.0533E-08,-4.1294E-07
100142,G,-1.6936E-06,1.6899E-05,5.0408E-04,2.1965E-05,3.4584E-07,-4.1346E-07
100143,G,-2.6923E-06,2.6470E-05,4.8972E-04,2.0127E-05,5.3757E-08,-4.1172E-07
100144,G,-1.6602E-06,1.5618E-05,5.0560E-04,2.2211E-05,3.6175E-07,-4.1240E-07
100145,G,-2.6726E-06,2.5875E-05,4.9081E-04,2.0300E-05,5.0374E-08,-4.1085E-07
100146,G,-1.6825E-06,1.6476E-05,5.0459E-04,2.2042E-05,3.6525E-07,-4.1148E-07
100147,G,-1.6713E-06,1.6051E-05,5.0509E-04,2.2129E-05,3.6736E-07,-4.1143E-07
100148,G,-2.6825E-06,2.6174E-05,4.9027E-04,2.0210E-05,4.8454E-08,-4.1082E-07
100149,G,-2.7123E-06,2.7050E-05,4.8861E-04,1.9942E-05,3.2342E-08,-4.0913E-07
100150,G,-1.6372E-06,1.4733E-05,5.0661E-04,2.2385E-05,3.8353E-07,-4.0982E-07
100151,G,-2.7024E-06,2.6762E-05,4.8916E-04,2.0040E-05,4.3163E-08,-4.1047E-07
100152,G,-1.6486E-06,1.5180E-05,5.0611E-04,2.2292E-05,3.7233E-07,-4.1116E-07
100153,G,-1.6257E-06,1.4286E-05,5.0712E-04,2.2482E-05,3.8380E-07,-4.1012E-07
100154,G,-2.7222E-06,2.7332E-05,4.8806E-04,1.9834E-05,3.2944E-08,-4.0955E-07
100155,G,-2.7322E-06,2.7611E-05,4.8750E-04,1.9735E-05,2.4634E-08,-4.0835E-07
100156,G,-1.6140E-06,1.3830E-05,5.0762E-04,2.2571E-05,3.9302E-07,-4.0886E-07
100157,G,-2.7421E-06,2.7885E-05,4.8695E-04,1.9608E-05,2.3571E-08,-4.0858E-07
100158,G,-1.6023E-06,1.3371E-05,5.0812E-04,2.2679E-05,3.9581E-07,-4.0882E-07
100159,G,-2.7521E-06,2.8156E-05,4.8639E-04,1.9505E-05,1.7947E-08,-4.0757E-07
100160,G,-1.5904E-06,1.2902E-05,5.0863E-04,2.2765E-05,4.0443E-07,-4.0739E-07
100161,G,-2.7622E-06,2.8423E-05,4.8583E-04,1.9355E-05,1.2687E-08,-4.0704E-07
100162,G,-1.5784E-06,1.2430E-05,5.0913E-04,2.2883E-05,4.1334E-07,-4.0626E-07
100163,G,-2.7723E-06,2.8685E-05,4.8528E-04,1.9245E-05,1.0927E-08,-4.0611E-07
100164,G,-1.5664E-06,1.1952E-05,5.0963E-04,2.2963E-05,4.2023E-07,-4.0453E-07
100165,G,-2.7825E-06,2.8944E-05,4.8472E-04,1.9068E-05,1.1219E-08,-4.0711E-07
100166,G,-1.5542E-06,1.1467E-05,5.1012E-04,2.3088E-05,4.2808E-07,-4.0407E-07
100167,G,-2.7927E-06,2.9199E-05,4.8417E-04,1.8972E-05,7.3863E-09,-4.0232E-07
100168,G,-1.5419E-06,1.0976E-05,5.1062E-04,2.3132E-05,4.4246E-07,-3.9745E-07
100169,G,-1.5295E-06,1.0482E-05,5.1112E-04,2.3283E-05,4.6077E-07,-3.9677E-07
100170,G,-2.8030E-06,2.9450E-05,4.8362E-04,1.8733E-05,5.1099E-09,-4.0477E-07
100171,G,-2.8131E-06,2.9699E-05,4.8306E-04,1.8731E-05,8.1500E-09,-3.8047E-07
100172,G,-1.5173E-06,9.9774E-06,5.1161E-04,2.3200E-05,4.7881E-07,-3.6872E-07
100173,G,-2.8217E-06,2.9942E-05,4.8250E-04,1.8422E-05,6.6967E-09,-4.3591E-07
100174,G,-1.5066E-06,9.4689E-06,5.1210E-04,2.3362E-05,5.1387E-07,-4.1814E-07
100175,G,-2.8294E-06,3.0191E-05,4.8195E-04,1.8239E-05,-5.0600E-08,-5.6924E-07
100176,G,-1.4968E-06,8.9437E-06,5.1259E-04,2.3409E-05,6.0169E-07,-5.4526E-07
100177,G,-2.5882E-06,8.9275E-06,5.1256E-04,2.3233E-05,4.5640E-07,-1.4048E-07
100178,G,-1.7295E-06,3.0192E-05,4.8194E-04,1.8486E-05,-3.6088E-07,-8.0071E-08
100179,G,-2.6044E-06,9.4280E-06,5.1207E-04,2.3067E-05,2.1343E-07,-4.6225E-07
100180,G,-1.7173E-06,2.9967E-05,4.8250E-04,1.8793E-05,-1.1307E-08,-4.2446E-07
100181,G,-1.7099E-06,2.9722E-05,4.8306E-04,1.8574E-05,1.5672E-07,-3.8456E-07
100182,G,-2.6155E-06,9.9381E-06,5.1158E-04,2.3385E-05,9.8002E-08,-4.1287E-07
100183,G,-2.6267E-06,1.0441E-05,5.1109E-04,2.3130E-05,2.1714E-07,-4.0440E-07
