100000,G,-4.91353E-07,2.85939E-04,-9.75757E-08,-5.55848E-05,1.94337E-07,-1.92492E-05
100001,G,5.26018E-06,2.73478E-04,-1.43476E-05,-4.95613E-05,-3.37957E-06,-1.93716E-05
100002,G,4.73073E-06,2.73212E-04,-1.29780E-05,-4.91322E-05,-3.09242E-06,-1.94741E-05
100003,G,3.05634E-06,2.72584E-04,-8.78622E-06,-4.76971E-05,-1.90789E-06,-1.95708E-05
100004,G,2.47796E-06,2.72428E-04,-7.37119E-06,-4.80085E-05,-1.66564E-06,-1.95795E-05
100005,G,3.01721E-06,2.72703E-04,-8.70366E-06,-4.78734E-05,-1.96680E-06,-1.94989E-05
100006,G,1.89167E-06,2.72298E-04,-5.94624E-06,-4.73827E-05,-1.24928E-06,-1.96804E-05
100007,G,2.44508E-06,2.72548E-04,-7.30203E-06,-4.79621E-05,-1.64445E-06,-1.95341E-05
100008,G,9.97514E-08,2.72089E-04,-1.64639E-06,-4.67036E-05,-1.82237E-07,-1.97013E-05
100009,G,-5.02484E-07,2.72076E-04,-2.12330E-07,-4.73562E-05,2.00400E-07,-1.96429E-05
100010,G,1.86512E-06,2.72421E-04,-5.89105E-06,-4.75460E-05,-1.26076E-06,-1.96016E-05
100011,G,9.30436E-08,2.72215E-04,-1.63198E-06,-4.69398E-05,-2.12970E-07,-1.96012E-05
100012,G,-1.10471E-06,2.72089E-04,1.22206E-06,-4.67063E-05,5.83234E-07,-1.97009E-05
100013,G,-5.02482E-07,2.72201E-04,-2.11050E-07,-4.72894E-05,2.00337E-07,-1.95791E-05
100014,G,-2.89647E-06,2.72298E-04,5.52747E-06,-4.73982E-05,1.64926E-06,-1.96764E-05
100015,G,-3.48264E-06,2.72427E-04,6.95572E-06,-4.80235E-05,2.06361E-06,-1.95755E-05
100016,G,-1.09800E-06,2.72215E-04,1.21023E-06,-4.69425E-05,6.13743E-07,-1.96009E-05
100017,G,-2.86992E-06,2.72421E-04,5.47476E-06,-4.75604E-05,1.66044E-06,-1.95982E-05
100018,G,-4.06090E-06,2.72584E-04,8.37469E-06,-4.77158E-05,2.30536E-06,-1.95663E-05
100019,G,-3.44977E-06,2.72547E-04,6.88899E-06,-4.79774E-05,2.04242E-06,-1.95304E-05
100020,G,-5.73498E-06,2.73211E-04,1.25817E-05,-4.91491E-05,3.48499E-06,-1.94716E-05
100021,G,-6.26435E-06,2.73478E-04,1.39575E-05,-4.95770E-05,3.77031E-06,-1.93692E-05
100022,G,-4.02177E-06,2.72702E-04,8.29450E-06,-4.78911E-05,2.36388E-06,-1.94950E-05
100023,G,-5.67773E-06,2.73322E-04,1.24589E-05,-4.91928E-05,3.48485E-06,-1.94435E-05
100024,G,-6.77767E-06,2.73770E-04,1.53096E-05,-4.96509E-05,3.98363E-06,-1.93051E-05
100025,G,-6.20175E-06,2.73584E-04,1.38199E-05,-4.95689E-05,3.75008E-06,-1.93548E-05
100026,G,-6.70994E-06,2.73873E-04,1.51581E-05,-4.97210E-05,4.01669E-06,-1.92850E-05
100027,G,4.67347E-06,2.73322E-04,-1.28530E-05,-4.91764E-05,-3.09245E-06,-1.94457E-05
100028,G,5.77360E-06,2.73771E-04,-1.56931E-05,-4.96344E-05,-3.59316E-06,-1.93078E-05
100029,G,5.19758E-06,2.73585E-04,-1.42080E-05,-4.95531E-05,-3.35934E-06,-1.93571E-05
100030,G,5.70585E-06,2.73874E-04,-1.55396E-05,-4.97048E-05,-3.62630E-06,-1.92875E-05
100031,G,-8.13339E-06,2.74881E-04,1.90208E-05,-5.10023E-05,5.06700E-06,-1.92441E-05
100032,G,-8.21635E-06,2.74791E-04,1.92148E-05,-5.10346E-05,5.11230E-06,-1.92305E-05
100033,G,7.12949E-06,2.74882E-04,-1.93800E-05,-5.09913E-05,-4.68157E-06,-1.92439E-05
100034,G,7.21246E-06,2.74791E-04,-1.95757E-05,-5.10236E-05,-4.72693E-06,-1.92301E-05
100035,G,4.13354E-06,2.73087E-04,-1.14788E-05,-4.88907E-05,-2.90686E-06,-1.94491E-05
100036,G,3.58110E-06,2.72882E-04,-1.00929E-05,-4.82560E-05,-2.62316E-06,-1.94876E-05
100037,G,4.18514E-06,2.72975E-04,-1.15890E-05,-4.89074E-05,-2.91276E-06,-1.94355E-05
100038,G,3.62717E-06,2.72766E-04,-1.01877E-05,-4.82250E-05,-2.64664E-06,-1.95561E-05
100039,G,4.06865E-06,2.73231E-04,-1.13391E-05,-4.88688E-05,-2.88627E-06,-1.94419E-05
100040,G,3.52396E-06,2.73028E-04,-9.97271E-06,-4.82743E-05,-2.66796E-06,-1.94232E-05
100041,G,2.96776E-06,2.72851E-04,-8.59871E-06,-4.81087E-05,-2.01589E-06,-1.94252E-05
100042,G,2.40368E-06,2.72699E-04,-7.21415E-06,-4.79114E-05,-1.60487E-06,-1.94747E-05
100043,G,1.27803E-06,2.72323E-04,-4.47358E-06,-4.76303E-05,-9.24413E-07,-1.95814E-05
100044,G,6.88099E-07,2.72255E-04,-3.04991E-06,-4.73045E-05,-8.46753E-07,-1.95935E-05
100045,G,1.29812E-06,2.72200E-04,-4.51544E-06,-4.76470E-05,-9.03695E-07,-1.96058E-05
100046,G,7.01896E-07,2.72130E-04,-3.07598E-06,-4.72820E-05,-8.83579E-07,-1.96624E-05
100047,G,1.83170E-06,2.72575E-04,-5.82089E-06,-4.77437E-05,-1.30583E-06,-1.95138E-05
100048,G,1.25300E-06,2.72478E-04,-4.42043E-06,-4.76184E-05,-8.88489E-07,-1.95356E-05
100049,G,6.71165E-07,2.72411E-04,-3.01681E-06,-4.73255E-05,-8.96486E-07,-1.95165E-05
100050,G,8.45075E-08,2.72371E-04,-1.61371E-06,-4.72433E-05,-2.10184E-07,-1.94942E-05
100051,G,-5.02479E-07,2.72357E-04,-2.09424E-07,-4.72107E-05,2.00235E-07,-1.94973E-05
100052,G,-1.69303E-06,2.72255E-04,2.62921E-06,-4.73109E-05,1.24664E-06,-1.95923E-05
100053,G,-2.28292E-06,2.72322E-04,4.05471E-06,-4.76401E-05,1.32463E-06,-1.95790E-05
