100000,G,3.08014E-04,-5.04251E-07,3.53844E-06,6.90946E-08,6.95425E-05,-2.92399E-07
100001,G,3.03984E-04,-4.94510E-07,-3.26489E-05,4.12514E-06,7.52900E-05,-7.50019E-07
100002,G,3.03966E-04,-5.14631E-07,-3.38560E-05,4.10696E-06,7.54816E-05,-7.99252E-07
100003,G,3.03918E-04,-5.67975E-07,-3.67797E-05,2.93928E-06,7.55363E-05,-6.07259E-07
100004,G,3.03904E-04,-5.85964E-07,-3.75103E-05,2.31037E-06,7.54996E-05,-5.79964E-07
100005,G,3.03918E-04,-5.64274E-07,-3.63266E-05,2.86345E-06,7.54814E-05,-5.65098E-07
100006,G,3.03889E-04,-6.04743E-07,-3.81132E-05,2.08975E-06,7.55447E-05,-6.07852E-07
100007,G,3.03904E-04,-5.82493E-07,-3.70483E-05,2.33993E-06,7.54889E-05,-5.62623E-07
100008,G,3.03854E-04,-6.54349E-07,-3.91276E-05,5.35219E-07,7.55307E-05,-2.93136E-07
100009,G,3.03846E-04,-6.70822E-07,-3.91970E-05,6.70012E-08,7.55463E-05,-2.91417E-07
100010,G,3.03889E-04,-6.00759E-07,-3.76439E-05,2.03173E-06,7.55106E-05,-5.70025E-07
100011,G,3.03855E-04,-6.52573E-07,-3.86459E-05,5.22195E-07,7.55015E-05,-2.91746E-07
100012,G,3.03836E-04,-6.86823E-07,-3.91317E-05,-4.01400E-07,7.55302E-05,-2.89584E-07
100013,G,3.03846E-04,-6.68959E-07,-3.87144E-05,6.69929E-08,7.55261E-05,-2.91451E-07
100014,G,3.03818E-04,-7.29421E-07,-3.81296E-05,-1.95169E-06,7.55432E-05,2.19964E-08
100015,G,3.03816E-04,-7.44018E-07,-3.75308E-05,-2.17191E-06,7.54982E-05,-5.76067E-09
100016,G,3.03837E-04,-6.84882E-07,-3.86500E-05,-3.88174E-07,7.55011E-05,-2.91235E-07
100017,G,3.03819E-04,-7.29743E-07,-3.76602E-05,-1.89370E-06,7.55091E-05,-1.56390E-08
100018,G,3.03813E-04,-7.56929E-07,-3.68043E-05,-2.80060E-06,7.55351E-05,2.13731E-08
100019,G,3.03817E-04,-7.43875E-07,-3.70686E-05,-2.20148E-06,7.54876E-05,-2.30994E-08
100020,G,3.03811E-04,-7.89805E-07,-3.38923E-05,-3.96925E-06,7.54811E-05,2.14580E-07
100021,G,3.03813E-04,-8.01422E-07,-3.26889E-05,-3.98761E-06,7.52896E-05,1.65292E-07
100022,G,3.03814E-04,-7.57070E-07,-3.63509E-05,-2.72485E-06,7.54802E-05,-2.06237E-08
100023,G,3.03811E-04,-7.91187E-07,-3.34742E-05,-3.86976E-06,7.54187E-05,1.54732E-07
100024,G,3.03816E-04,-8.10933E-07,-3.13767E-05,-4.60934E-06,7.54160E-05,1.95129E-07
100025,G,3.03813E-04,-8.02133E-07,-3.22851E-05,-4.03111E-06,7.53012E-05,1.35681E-07
100026,G,3.03815E-04,-8.11965E-07,-3.09887E-05,-4.50671E-06,7.53221E-05,1.30594E-07
100027,G,3.03964E-04,-5.09921E-07,-3.34383E-05,4.00744E-06,7.54192E-05,-7.39465E-07
100028,G,3.04001E-04,-4.75683E-07,-3.13331E-05,4.74680E-06,7.54164E-05,-7.79804E-07
100029,G,3.03982E-04,-4.90563E-07,-3.22455E-05,4.16866E-06,7.53016E-05,-7.20406E-07
100030,G,3.03999E-04,-4.71519E-07,-3.09457E-05,4.64418E-06,7.53226E-05,-7.15319E-07
100031,G,3.03826E-04,-8.33541E-07,-2.65136E-05,-5.23641E-06,7.50467E-05,2.17342E-07
100032,G,3.03827E-04,-8.32173E-07,-2.68475E-05,-5.34033E-06,7.51385E-05,2.87455E-07
100033,G,3.04051E-04,-4.17760E-07,-2.64606E-05,5.37382E-06,7.50475E-05,-8.02061E-07
100034,G,3.04055E-04,-4.21904E-07,-2.67939E-05,5.47769E-06,7.51392E-05,-8.72158E-07
100035,G,3.03947E-04,-5.29211E-07,-3.45193E-05,3.47571E-06,7.53811E-05,-6.54861E-07
100036,G,3.03932E-04,-5.46825E-07,-3.54814E-05,3.20268E-06,7.52870E-05,-5.87179E-07
100037,G,3.03948E-04,-5.33000E-07,-3.49502E-05,3.43403E-06,7.53844E-05,-6.69310E-07
100038,G,3.03933E-04,-5.50333E-07,-3.59230E-05,3.24375E-06,7.52901E-05,-6.13084E-07
100039,G,3.03946E-04,-5.24869E-07,-3.39721E-05,3.49589E-06,7.54127E-05,-6.29164E-07
100040,G,3.03931E-04,-5.43029E-07,-3.49207E-05,3.17703E-06,7.52540E-05,-5.55757E-07
100041,G,3.03917E-04,-5.60702E-07,-3.57516E-05,2.76010E-06,7.54253E-05,-5.21714E-07
100042,G,3.03904E-04,-5.78567E-07,-3.64618E-05,2.37602E-06,7.54713E-05,-5.36888E-07
100043,G,3.03875E-04,-6.18848E-07,-3.81108E-05,1.46550E-06,7.54775E-05,-4.73567E-07
100044,G,3.03863E-04,-6.36002E-07,-3.84445E-05,1.00144E-06,7.54231E-05,-3.64369E-07
100045,G,3.03874E-04,-6.21823E-07,-3.85857E-05,1.42660E-06,7.54846E-05,-4.78606E-07
100046,G,3.03863E-04,-6.38379E-07,-3.89231E-05,1.03941E-06,7.54282E-05,-3.74708E-07
100047,G,3.03889E-04,-5.96739E-07,-3.70484E-05,1.96068E-06,7.54687E-05,-5.30627E-07
100048,G,3.03875E-04,-6.15242E-07,-3.75080E-05,1.49447E-06,7.54911E-05,-4.63213E-07
100049,G,3.03864E-04,-6.33324E-07,-3.78371E-05,9.69970E-07,7.54126E-05,-3.52900E-07
100050,G,3.03855E-04,-6.50348E-07,-3.80347E-05,5.02976E-07,7.54752E-05,-2.90040E-07
100051,G,3.03847E-04,-6.66594E-07,-3.81019E-05,6.70104E-08,7.54942E-05,-2.91524E-07
100052,G,3.03828E-04,-7.00057E-07,-3.84526E-05,-8.66074E-07,7.54222E-05,-2.19446E-07
100053,G,3.03822E-04,-7.14890E-07,-3.81229E-05,-1.32870E-06,7.54763E-05,-1.11270E-07
100054,G,3.03828E-04,-7.01391E-07,-3.89313E-05,-9.03989E-07,7.54272E-05,-2.09109E-07
100055,G,3.03821E-04,-7.15604E-07,-3.85979E-05,-1.28987E-06,7.54835E-05,-1.06165E-07
100056,G,3.03838E-04,-6.82380E-07,-3.80387E-05,-3.68712E-07,7.54746E-05,-2.93198E-07
100057,G,3.03829E-04,-6.98025E-07,-3.78450E-05,-8.34736E-07,7.54117E-05,-2.30957E-07
100058,G,3.03823E-04,-7.13809E-07,-3.75200E-05,-1.35753E-06,7.54900E-05,-1.21656E-07
100059,G,3.03820E-04,-7.29119E-07,-3.70644E-05,-1.82272E-06,7.54672E-05,-5.48633E-08
100060,G,3.03818E-04,-7.43213E-07,-3.64819E-05,-2.23762E-06,7.54699E-05,-4.87732E-08
100061,G,3.03812E-04,-7.68624E-07,-3.55096E-05,-3.06420E-06,7.52863E-05,1.81713E-09
100062,G,3.03810E-04,-7.79488E-07,-3.45514E-05,-3.33781E-06,7.53805E-05,6.98698E-08
100063,G,3.03811E-04,-7.68606E-07,-3.59517E-05,-3.10522E-06,7.52893E-05,2.77209E-08
100064,G,3.03810E-04,-7.79113E-07,-3.49827E-05,-3.29617E-06,7.53838E-05,8.43006E-08
100065,G,3.03815E-04,-7.56127E-07,-3.57756E-05,-2.62155E-06,7.54242E-05,-6.38646E-08
100066,G,3.03812E-04,-7.67988E-07,-3.49485E-05,-3.03860E-06,7.52532E-05,-2.95871E-08
100067,G,3.03811E-04,-7.79495E-07,-3.40038E-05,-3.35795E-06,7.54121E-05,4.41939E-08
100068,G,3.03812E-04,-7.91421E-07,-3.29435E-05,-3.75207E-06,7.53329E-05,9.09096E-08
100069,G,3.03814E-04,-8.02301E-07,-3.17726E-05,-4.08172E-06,7.53140E-05,9.34162E-08
100070,G,3.03818E-04,-8.19567E-07,-2.95897E-05,-4.73127E-06,7.50052E-05,1.15985E-07
100071,G,3.03821E-04,-8.25858E-07,-2.80988E-05,-4.80917E-06,7.50353E-05,1.48744E-07
100072,G,3.03819E-04,-8.19146E-07,-2.99596E-05,-4.76707E-06,7.50054E-05,1.52146E-07
100073,G,3.03821E-04,-8.25300E-07,-2.84520E-05,-4.77579E-06,7.50361E-05,1.66124E-07
100074,G,3.03816E-04,-8.11700E-07,-3.04963E-05,-4.36517E-06,7.52176E-05,6.41139E-08
100075,G,3.03818E-04,-8.19449E-07,-2.91202E-05,-4.72560E-06,7.49636E-05,7.27451E-08
100076,G,3.03821E-04,-8.26094E-07,-2.76502E-05,-4.81063E-06,7.50703E-05,1.16325E-07
100077,G,3.03826E-04,-8.33755E-07,-2.60897E-05,-5.11692E-06,7.49227E-05,1.42062E-07
100078,G,3.03962E-04,-5.05461E-07,-3.29081E-05,3.88975E-06,7.53333E-05,-6.75681E-07
100079,G,3.03980E-04,-4.86287E-07,-3.17336E-05,4.21931E-06,7.53144E-05,-6.78160E-07
100080,G,3.04033E-04,-4.36898E-07,-2.80489E-05,4.94668E-06,7.50360E-05,-7.33500E-07
100081,G,3.04016E-04,-4.53927E-07,-2.95432E-05,4.86873E-06,7.50058E-05,-7.00749E-07
100082,G,3.04036E-04,-4.40359E-07,-2.84017E-05,4.91334E-06,7.50367E-05,-7.50877E-07
100083,G,3.04019E-04,-4.57370E-07,-2.99125E-05,4.90450E-06,7.50060E-05,-7.36898E-07
100084,G,3.03997E-04,-4.67805E-07,-3.04538E-05,4.50265E-06,7.52181E-05,-6.48872E-07
100085,G,3.04014E-04,-4.50207E-07,-2.90744E-05,4.86308E-06,7.49642E-05,-6.57523E-07
100086,G,3.04030E-04,-4.32976E-07,-2.76011E-05,4.94815E-06,7.50709E-05,-7.01089E-07
100087,G,3.04048E-04,-4.14020E-07,-2.60374E-05,5.25439E-06,7.49236E-05,-7.26807E-07
100088,G,3.03832E-04,-8.40618E-07,-2.44445E-05,-5.33073E-06,7.48423E-05,1.33234E-07
100089,G,3.03832E-04,-8.40542E-07,-2.48431E-05,-5.28821E-06,7.48005E-05,1.81986E-07
100090,G,3.03833E-04,-8.39928E-07,-2.51572E-05,-5.24954E-06,7.47666E-05,2.16429E-07
100091,G,3.04067E-04,-3.95188E-07,-2.43892E-05,5.46810E-06,7.48431E-05,-7.17910E-07
100092,G,3.04070E-04,-3.98619E-07,-2.47871E-05,5.42558E-06,7.48013E-05,-7.66645E-07
100093,G,3.04073E-04,-4.01874E-07,-2.51005E-05,5.38693E-06,7.47675E-05,-8.01082E-07
100094,G,3.03962E-04,-5.03307E-07,-3.26031E-05,3.81565E-06,7.53071E-05,-6.18130E-07
100095,G,3.03945E-04,-5.22707E-07,-3.36572E-05,3.52098E-06,7.53840E-05,-5.78550E-07
100096,G,3.03931E-04,-5.41117E-07,-3.45980E-05,3.14477E-06,7.52916E-05,-5.20641E-07
100097,G,3.03917E-04,-5.58902E-07,-3.54209E-05,2.70541E-06,7.53855E-05,-4.91920E-07
100098,G,3.03904E-04,-5.76595E-07,-3.61245E-05,2.39237E-06,7.54630E-05,-4.98187E-07
100099,G,3.03889E-04,-5.94717E-07,-3.67058E-05,1.91803E-06,7.54590E-05,-4.91762E-07
100100,G,3.03875E-04,-6.13381E-07,-3.71610E-05,1.50882E-06,7.54809E-05,-4.34537E-07
