,Point ID,,X,Y,Z
GRID,100989,,2.23791E-02,4.27020E-01,4.70667E-01
GRID,100990,,2.36132E-02,4.50567E-01,4.66507E-01
GRID,100991,,2.47291E-02,4.71860E-01,4.62546E-01
GRID,100992,,2.57382E-02,4.91114E-01,4.58802E-01
GRID,100993,,2.66508E-02,5.08529E-01,4.55281E-01
GRID,100994,,2.74763E-02,5.24279E-01,4.51986E-01
GRID,100995,,2.78106E-02,5.30660E-01,4.51986E-01
GRID,100996,,2.81450E-02,5.37040E-01,4.51986E-01
GRID,100997,,2.84794E-02,5.43420E-01,4.51986E-01
GRID,100998,,2.88137E-02,5.49800E-01,4.51986E-01
GRID,100999,,2.91481E-02,5.56180E-01,4.51986E-01
GRID,101000,,2.94825E-02,5.62560E-01,4.51986E-01
GRID,101001,,2.97267E-02,5.67220E-01,4.51986E-01
GRID,101002,,3.01512E-02,5.75320E-01,4.51986E-01
GRID,101003,,3.04856E-02,5.81701E-01,4.51986E-01
GRID,101004,,1.22125E-01,3.18147E-01,4.84014E-01
GRID,101005,,1.38608E-01,3.11319E-01,4.84014E-01
GRID,101006,,1.54712E-01,3.03639E-01,4.84014E-01
GRID,101007,,1.70391E-01,2.95125E-01,4.84014E-01
GRID,101008,,1.85603E-01,2.85803E-01,4.84014E-01
GRID,101009,,2.00306E-01,2.75698E-01,4.84014E-01
GRID,101010,,2.14461E-01,2.64837E-01,4.84014E-01
GRID,101011,,2.28027E-01,2.53250E-01,4.84014E-01
GRID,101012,,2.40969E-01,2.40969E-01,4.84014E-01
GRID,101013,,2.53250E-01,2.28027E-01,4.84014E-01
GRID,101014,,2.64837E-01,2.14461E-01,4.84014E-01
GRID,101015,,2.75698E-01,2.00306E-01,4.84014E-01
GRID,101016,,2.85803E-01,1.85603E-01,4.84014E-01
GRID,101017,,2.95125E-01,1.70391E-01,4.84014E-01
GRID,101018,,3.03639E-01,1.54712E-01,4.84014E-01
GRID,101019,,3.11319E-01,1.38608E-01,4.84014E-01
GRID,101020,,3.18147E-01,1.22125E-01,4.84014E-01
GRID,101021,,3.24102E-01,1.05307E-01,4.84014E-01
GRID,101022,,3.29170E-01,8.82008E-02,4.84014E-01
GRID,101023,,3.33335E-01,7.08525E-02,4.84014E-01
GRID,101024,,3.36586E-01,5.33099E-02,4.84014E-01
GRID,101025,,3.38915E-01,3.56213E-02,4.84014E-01
GRID,101026,,3.40314E-01,1.78351E-02,4.84014E-01
GRID,101027,,3.40781E-01,1.4896-8,4.84014E-01
GRID,101028,,3.40314E-01,-1.78350E-02,4.84014E-01
GRID,101029,,3.38915E-01,-3.56210E-02,4.84014E-01
GRID,101030,,3.36586E-01,-5.33090E-02,4.84014E-01
GRID,101031,,3.33335E-01,-7.08520E-02,4.84014E-01
GRID,101032,,3.29170E-01,-8.82000E-02,4.84014E-01
GRID,101033,,3.24102E-01,-1.05307E-01,4.84014E-01
GRID,101034,,3.18147E-01,-1.22125E-01,4.84014E-01
GRID,101035,,3.11319E-01,-1.38608E-01,4.84014E-01
GRID,101036,,3.03639E-01,-1.54712E-01,4.84014E-01
GRID,101037,,2.95125E-01,-1.70391E-01,4.84014E-01
GRID,101038,,2.85803E-01,-1.85603E-01,4.84014E-01
GRID,101039,,2.75698E-01,-2.00306E-01,4.84014E-01
GRID,101040,,2.64837E-01,-2.14461E-01,4.84014E-01
GRID,101041,,2.53250E-01,-2.28027E-01,4.84014E-01
GRID,101042,,2.40969E-01,-2.40969E-01,4.84014E-01
GRID,101043,,2.28027E-01,-2.53250E-01,4.84014E-01
GRID,101044,,2.14461E-01,-2.64837E-01,4.84014E-01
GRID,101045,,2.00306E-01,-2.75698E-01,4.84014E-01
GRID,101046,,1.85603E-01,-2.85803E-01,4.84014E-01
GRID,101047,,1.70391E-01,-2.95125E-01,4.84014E-01
GRID,101048,,1.54712E-01,-3.03639E-01,4.84014E-01
GRID,101049,,1.38608E-01,-3.11319E-01,4.84014E-01
GRID,101050,,1.22125E-01,-3.18147E-01,4.84014E-01
GRID,101051,,1.05307E-01,-3.24102E-01,4.84014E-01
GRID,101052,,8.82008E-02,-3.29170E-01,4.84014E-01
GRID,101053,,7.08525E-02,-3.33335E-01,4.84014E-01
GRID,101054,,5.33099E-02,-3.36586E-01,4.84014E-01
GRID,101055,,3.56213E-02,-3.38915E-01,4.84014E-01
GRID,101056,,1.78351E-02,-3.40314E-01,4.84014E-01
GRID,101057,,1.05307E-01,3.24102E-01,4.84014E-01
GRID,101058,,8.82008E-02,3.29170E-01,4.84014E-01
GRID,101059,,7.08525E-02,3.33335E-01,4.84014E-01
GRID,101060,,5.33099E-02,3.36586E-01,4.84014E-01
GRID,101061,,3.56213E-02,3.38915E-01,4.84014E-01
GRID,101062,,1.78351E-02,3.40314E-01,4.84014E-01
GRID,101063,,1.4896-8,-3.40781E-01,4.84014E-01
GRID,101064,,1.6291-8,-3.72685E-01,4.79468E-01
GRID,101065,,1.7551-8,-4.01528E-01,4.75000E-01
GRID,101066,,1.8691-8,-4.27606E-01,4.70667E-01
GRID,101067,,1.9722-8,-4.51186E-01,4.66507E-01
GRID,101068,,2.0654-8,-4.72507E-01,4.62546E-01
GRID,101069,,2.1497-8,-4.91788E-01,4.58802E-01
GRID,101070,,2.2259-8,-5.09227E-01,4.55281E-01
GRID,101071,,2.2948-8,-5.24999E-01,4.51986E-01
GRID,101072,,2.3228-8,-5.31388E-01,4.51986E-01
GRID,101073,,2.3507-8,-5.37777E-01,4.51986E-01
GRID,101074,,2.3786-8,-5.44166E-01,4.51986E-01
GRID,101075,,2.4066-8,-5.50555E-01,4.51986E-01
GRID,101076,,2.4345-8,-5.56943E-01,4.51986E-01
GRID,101077,,2.4624-8,-5.63332E-01,4.51986E-01
GRID,101078,,-2.39600E+01,-5.67999E-01,4.51986E-01
GRID,101079,,2.5183-8,-5.76110E-01,4.51986E-01
GRID,101080,,2.5462-8,-5.82499E-01,4.51986E-01
GRID,101081,,-9.49000E+00,3.40781E-01,4.84014E-01
GRID,101082,,-9.62900E+00,3.72685E-01,4.79468E-01
GRID,101083,,-9.75500E+00,4.01528E-01,4.75000E-01
GRID,101084,,-9.86900E+00,4.27606E-01,4.70667E-01
GRID,101085,,-9.97200E+00,4.51186E-01,4.66507E-01
GRID,101086,,-1.00650E+01,4.72507E-01,4.62546E-01
GRID,101087,,-1.01500E+01,4.91788E-01,4.58802E-01
GRID,101088,,-1.02260E+01,5.09227E-01,4.55281E-01
GRID,101089,,-1.02950E+01,5.24999E-01,4.51986E-01
GRID,101090,,-1.03230E+01,5.31388E-01,4.51986E-01
GRID,101091,,-1.03510E+01,5.37777E-01,4.51986E-01
GRID,101092,,-1.03790E+01,5.44166E-01,4.51986E-01
GRID,101093,,-1.04070E+01,5.50555E-01,4.51986E-01
GRID,101094,,-1.04350E+01,5.56943E-01,4.51986E-01
GRID,101095,,-1.04620E+01,5.63332E-01,4.51986E-01
GRID,101096,,0.00000E+00,5.67999E-01,4.51986E-01
GRID,101097,,-1.05180E+01,5.76110E-01,4.51986E-01
GRID,101098,,-1.05460E+01,5.82499E-01,4.51986E-01
GRID,101099,,9.44026E-02,2.90541E-01,4.88560E-01
GRID,101100,,1.09479E-01,2.85203E-01,4.88560E-01
GRID,101101,,1.24255E-01,2.79082E-01,4.88560E-01
GRID,101102,,1.38691E-01,2.72197E-01,4.88560E-01
GRID,101103,,1.52747E-01,2.64565E-01,4.88560E-01
GRID,101104,,1.66384E-01,2.56208E-01,4.88560E-01
GRID,101105,,1.79565E-01,2.47149E-01,4.88560E-01
GRID,101106,,1.92253E-01,2.37413E-01,4.88560E-01
GRID,101107,,2.04415E-01,2.27026E-01,4.88560E-01
GRID,101108,,2.16016E-01,2.16016E-01,4.88560E-01
GRID,101109,,2.27026E-01,2.04415E-01,4.88560E-01
GRID,101110,,2.37413E-01,1.92253E-01,4.88560E-01
GRID,101111,,2.47149E-01,1.79565E-01,4.88560E-01
GRID,101112,,2.56208E-01,1.66384E-01,4.88560E-01
GRID,101113,,2.64565E-01,1.52747E-01,4.88560E-01
GRID,101114,,2.72197E-01,1.38691E-01,4.88560E-01
GRID,101115,,2.79082E-01,1.24255E-01,4.88560E-01
GRID,101116,,2.85203E-01,1.09479E-01,4.88560E-01
GRID,101117,,2.90541E-01,9.44027E-02,4.88560E-01
GRID,101118,,2.95084E-01,7.90675E-02,4.88560E-01
GRID,101119,,2.98818E-01,6.35157E-02,4.88560E-01
GRID,101120,,3.01732E-01,4.77897E-02,4.88560E-01
GRID,101121,,3.03820E-01,3.19327E-02,4.88560E-01
GRID,101122,,3.05075E-01,1.59883E-02,4.88560E-01
GRID,101123,,3.05493E-01,1.3354-8,4.88560E-01
GRID,101124,,3.05075E-01,-1.59880E-02,4.88560E-01
GRID,101125,,3.03820E-01,-3.19320E-02,4.88560E-01
GRID,101126,,3.01732E-01,-4.77890E-02,4.88560E-01
GRID,101127,,2.98818E-01,-6.35150E-02,4.88560E-01
GRID,101128,,2.95084E-01,-7.90670E-02,4.88560E-01
GRID,101129,,2.90541E-01,-9.44020E-02,4.88560E-01
GRID,101130,,2.85203E-01,-1.09479E-01,4.88560E-01
GRID,101131,,2.79082E-01,-1.24255E-01,4.88560E-01
GRID,101132,,2.72197E-01,-1.38691E-01,4.88560E-01
GRID,101133,,2.64565E-01,-1.52747E-01,4.88560E-01
GRID,101134,,2.56208E-01,-1.66384E-01,4.88560E-01
GRID,101135,,2.47149E-01,-1.79565E-01,4.88560E-01
GRID,101136,,2.37413E-01,-1.92253E-01,4.88560E-01
GRID,101137,,2.27026E-01,-2.04415E-01,4.88560E-01
GRID,101138,,2.16016E-01,-2.16016E-01,4.88560E-01
GRID,101139,,2.04415E-01,-2.27026E-01,4.88560E-01
GRID,101140,,1.92253E-01,-2.37413E-01,4.88560E-01
GRID,101141,,1.79565E-01,-2.47149E-01,4.88560E-01
GRID,101142,,1.66384E-01,-2.56208E-01,4.88560E-01
GRID,101143,,1.52747E-01,-2.64565E-01,4.88560E-01
GRID,101144,,1.38691E-01,-2.72197E-01,4.88560E-01
GRID,101145,,1.24255E-01,-2.79082E-01,4.88560E-01
GRID,101146,,1.09479E-01,-2.85203E-01,4.88560E-01
GRID,101147,,9.44027E-02,-2.90541E-01,4.88560E-01
GRID,101148,,7.90675E-02,-2.95084E-01,4.88560E-01
GRID,101149,,6.35157E-02,-2.98818E-01,4.88560E-01
GRID,101150,,4.77897E-02,-3.01732E-01,4.88560E-01
GRID,101151,,3.19327E-02,-3.03820E-01,4.88560E-01
GRID,101152,,1.59883E-02,-3.05075E-01,4.88560E-01
GRID,101153,,1.3354-8,-3.05493E-01,4.88560E-01
GRID,101154,,7.90675E-02,2.95084E-01,4.88560E-01
GRID,101155,,6.35157E-02,2.98818E-01,4.88560E-01
GRID,101156,,4.77896E-02,3.01732E-01,4.88560E-01
GRID,101157,,3.19327E-02,3.03820E-01,4.88560E-01
GRID,101158,,1.59883E-02,3.05075E-01,4.88560E-01
GRID,101159,,-9.33500E+00,3.05493E-01,4.88560E-01
GRID,101160,,-1.59880E-02,-3.05075E-01,4.88560E-01
GRID,101161,,-1.78350E-02,-3.40314E-01,4.84014E-01
GRID,101162,,-1.95040E-02,-3.72174E-01,4.79468E-01
GRID,101163,,-2.10140E-02,-4.00978E-01,4.75000E-01
GRID,101164,,-2.23790E-02,-4.27020E-01,4.70667E-01
GRID,101165,,-2.36130E-02,-4.50567E-01,4.66507E-01
GRID,101166,,-2.47290E-02,-4.71860E-01,4.62546E-01
GRID,101167,,-2.57380E-02,-4.91114E-01,4.58802E-01
GRID,101168,,-2.66500E-02,-5.08529E-01,4.55281E-01
GRID,101169,,-2.74760E-02,-5.24279E-01,4.51986E-01
GRID,101170,,-2.78100E-02,-5.30660E-01,4.51986E-01
GRID,101171,,-2.81450E-02,-5.37040E-01,4.51986E-01
GRID,101172,,-2.84790E-02,-5.43420E-01,4.51986E-01
GRID,101173,,-2.88130E-02,-5.49800E-01,4.51986E-01
GRID,101174,,-2.91480E-02,-5.56180E-01,4.51986E-01
GRID,101175,,-2.94820E-02,-5.62560E-01,4.51986E-01
GRID,101176,,-2.97260E-02,-5.67220E-01,4.51986E-01
GRID,101177,,-3.01510E-02,-5.75320E-01,4.51986E-01
GRID,101178,,-3.04850E-02,-5.81701E-01,4.51986E-01
GRID,101179,,-1.59880E-02,3.05075E-01,4.88560E-01
GRID,101180,,-1.78350E-02,3.40314E-01,4.84014E-01
GRID,101181,,-1.95040E-02,3.72174E-01,4.79468E-01
GRID,101182,,-2.10140E-02,4.00978E-01,4.75000E-01
GRID,101183,,-2.23790E-02,4.27020E-01,4.70667E-01
GRID,101184,,-2.36130E-02,4.50567E-01,4.66507E-01
GRID,101185,,-2.47290E-02,4.71860E-01,4.62546E-01
GRID,101186,,-2.57380E-02,4.91114E-01,4.58802E-01
GRID,101187,,-2.66500E-02,5.08529E-01,4.55281E-01
GRID,101188,,-2.74760E-02,5.24279E-01,4.51986E-01
GRID,101189,,-2.78100E-02,5.30660E-01,4.51986E-01
GRID,101190,,-2.81450E-02,5.37040E-01,4.51986E-01
GRID,101191,,-2.84790E-02,5.43420E-01,4.51986E-01
GRID,101192,,-2.88130E-02,5.49800E-01,4.51986E-01
GRID,101193,,-2.91480E-02,5.56180E-01,4.51986E-01
GRID,101194,,-2.94820E-02,5.62560E-01,4.51986E-01
GRID,101195,,-2.97260E-02,5.67220E-01,4.51986E-01
GRID,101196,,-3.01510E-02,5.75320E-01,4.51986E-01
GRID,101197,,-3.04850E-02,5.81701E-01,4.51986E-01
GRID,101198,,6.89655E-02,2.57383E-01,4.93002E-01
GRID,101199,,8.23413E-02,2.53421E-01,4.93002E-01
GRID,101200,,9.54915E-02,2.48764E-01,4.93002E-01
GRID,101201,,1.08380E-01,2.43425E-01,4.93002E-01
GRID,101202,,1.20971E-01,2.37420E-01,4.93002E-01
GRID,101203,,1.33231E-01,2.30763E-01,4.93002E-01
GRID,101204,,1.45126E-01,2.23474E-01,4.93002E-01
GRID,101205,,1.56623E-01,2.15572E-01,4.93002E-01
GRID,101206,,1.67690E-01,2.07080E-01,4.93002E-01
GRID,101207,,1.78298E-01,1.98020E-01,4.93002E-01
GRID,101208,,1.88417E-01,1.88417E-01,4.93002E-01
GRID,101209,,1.98020E-01,1.78298E-01,4.93002E-01
GRID,101210,,2.07080E-01,1.67690E-01,4.93002E-01
GRID,101211,,2.15572E-01,1.56623E-01,4.93002E-01
GRID,101212,,2.23474E-01,1.45126E-01,4.93002E-01
GRID,101213,,2.30763E-01,1.33231E-01,4.93002E-01
GRID,101214,,2.37420E-01,1.20971E-01,4.93002E-01
GRID,101215,,2.43425E-01,1.08380E-01,4.93002E-01
GRID,101216,,2.48764E-01,9.54915E-02,4.93002E-01
GRID,101217,,2.53421E-01,8.23414E-02,4.93002E-01
GRID,101218,,2.57383E-01,6.89655E-02,4.93002E-01
GRID,101219,,2.60639E-01,5.54007E-02,4.93002E-01
GRID,101220,,2.63182E-01,4.16838E-02,4.93002E-01
GRID,101221,,2.65003E-01,2.78529E-02,4.93002E-01
GRID,101222,,2.66097E-01,1.39456E-02,4.93002E-01
GRID,101223,,2.66462E-01,1.1647-8,4.93002E-01
GRID,101224,,2.66097E-01,-1.39450E-02,4.93002E-01
GRID,101225,,2.65003E-01,-2.78520E-02,4.93002E-01
GRID,101226,,2.63182E-01,-4.16830E-02,4.93002E-01
GRID,101227,,2.60639E-01,-5.54000E-02,4.93002E-01
GRID,101228,,2.57383E-01,-6.89650E-02,4.93002E-01
GRID,101229,,2.53421E-01,-8.23410E-02,4.93002E-01
GRID,101230,,2.48764E-01,-9.54910E-02,4.93002E-01
GRID,101231,,2.43425E-01,-1.08380E-01,4.93002E-01
GRID,101232,,2.37420E-01,-1.20971E-01,4.93002E-01
GRID,101233,,2.30763E-01,-1.33231E-01,4.93002E-01
GRID,101234,,2.23474E-01,-1.45126E-01,4.93002E-01
GRID,101235,,2.15572E-01,-1.56623E-01,4.93002E-01
GRID,101236,,2.07080E-01,-1.67690E-01,4.93002E-01
GRID,101237,,1.98020E-01,-1.78298E-01,4.93002E-01
GRID,101238,,1.88417E-01,-1.88417E-01,4.93002E-01
GRID,101239,,1.78298E-01,-1.98020E-01,4.93002E-01
GRID,101240,,1.67690E-01,-2.07080E-01,4.93002E-01
GRID,101241,,1.56623E-01,-2.15572E-01,4.93002E-01
GRID,101242,,1.45126E-01,-2.23474E-01,4.93002E-01
GRID,101243,,1.33231E-01,-2.30763E-01,4.93002E-01
GRID,101244,,1.20971E-01,-2.37420E-01,4.93002E-01
GRID,101245,,1.08380E-01,-2.43425E-01,4.93002E-01
GRID,101246,,9.54915E-02,-2.48764E-01,4.93002E-01
GRID,101247,,8.23414E-02,-2.53421E-01,4.93002E-01
GRID,101248,,6.89655E-02,-2.57383E-01,4.93002E-01
GRID,101249,,5.54007E-02,-2.60639E-01,4.93002E-01
GRID,101250,,4.16838E-02,-2.63182E-01,4.93002E-01
GRID,101251,,2.78529E-02,-2.65003E-01,4.93002E-01
GRID,101252,,1.39456E-02,-2.66097E-01,4.93002E-01
GRID,101253,,1.1647-8,-2.66462E-01,4.93002E-01
GRID,101254,,-1.39450E-02,-2.66097E-01,4.93002E-01
GRID,101255,,5.54006E-02,2.60639E-01,4.93002E-01
GRID,101256,,4.16838E-02,2.63182E-01,4.93002E-01
GRID,101257,,2.78528E-02,2.65003E-01,4.93002E-01
GRID,101258,,1.39455E-02,2.66097E-01,4.93002E-01
GRID,101259,,-1.39450E-02,2.66097E-01,4.93002E-01
GRID,101260,,-9.16500E+00,2.66462E-01,4.93002E-01
GRID,101261,,-2.78520E-02,-2.65003E-01,4.93002E-01
GRID,101262,,-3.19320E-02,-3.03820E-01,4.88560E-01
GRID,101263,,-3.56210E-02,-3.38915E-01,4.84014E-01
GRID,101264,,-3.89560E-02,-3.70643E-01,4.79468E-01
GRID,101265,,-4.19710E-02,-3.99329E-01,4.75000E-01
GRID,101266,,-4.46970E-02,-4.25264E-01,4.70667E-01
GRID,101267,,-4.71610E-02,-4.48714E-01,4.66507E-01
GRID,101268,,-4.93900E-02,-4.69919E-01,4.62546E-01
GRID,101269,,-5.14050E-02,-4.89094E-01,4.58802E-01
GRID,101270,,-5.32280E-02,-5.06437E-01,4.55281E-01
GRID,101271,,-5.48770E-02,-5.22123E-01,4.51986E-01
GRID,101272,,-5.55450E-02,-5.28477E-01,4.51986E-01
GRID,101273,,-5.62130E-02,-5.34831E-01,4.51986E-01
GRID,101274,,-5.68800E-02,-5.41185E-01,4.51986E-01
GRID,101275,,-5.75480E-02,-5.47539E-01,4.51986E-01
GRID,101276,,-5.82160E-02,-5.53892E-01,4.51986E-01
GRID,101277,,-5.88840E-02,-5.60246E-01,4.51986E-01
GRID,101278,,-5.93720E-02,-5.64887E-01,4.51986E-01
GRID,101279,,-6.02190E-02,-5.72954E-01,4.51986E-01
GRID,101280,,-6.08870E-02,-5.79308E-01,4.51986E-01
GRID,101281,,-2.78520E-02,2.65003E-01,4.93002E-01
GRID,101282,,-3.19320E-02,3.03820E-01,4.88560E-01
GRID,101283,,-3.56210E-02,3.38915E-01,4.84014E-01
GRID,101284,,-3.89560E-02,3.70643E-01,4.79468E-01
GRID,101285,,-4.19710E-02,3.99329E-01,4.75000E-01
GRID,101286,,-4.46970E-02,4.25264E-01,4.70667E-01
GRID,101287,,-4.71610E-02,4.48714E-01,4.66507E-01
GRID,101288,,-4.93900E-02,4.69919E-01,4.62546E-01
GRID,101289,,-5.14050E-02,4.89094E-01,4.58802E-01
GRID,101290,,-5.32280E-02,5.06437E-01,4.55281E-01
GRID,101291,,-5.48770E-02,5.22123E-01,4.51986E-01
GRID,101292,,-5.55450E-02,5.28477E-01,4.51986E-01
GRID,101293,,-5.62130E-02,5.34831E-01,4.51986E-01
GRID,101294,,-5.68800E-02,5.41185E-01,4.51986E-01
GRID,101295,,-5.75480E-02,5.47539E-01,4.51986E-01
GRID,101296,,-5.82160E-02,5.53892E-01,4.51986E-01
GRID,101297,,-5.88840E-02,5.60247E-01,4.51986E-01
GRID,101298,,-5.93720E-02,5.64888E-01,4.51986E-01
GRID,101299,,-6.02190E-02,5.72954E-01,4.51986E-01
GRID,101300,,-6.08870E-02,5.79308E-01,4.51986E-01
GRID,101301,,4.64255E-02,2.18415E-01,4.97202E-01
GRID,101302,,5.77928E-02,2.15685E-01,4.97202E-01
GRID,101303,,6.90016E-02,2.12365E-01,4.97202E-01
GRID,101304,,8.00214E-02,2.08463E-01,4.97202E-01
GRID,101305,,9.08218E-02,2.03989E-01,4.97202E-01
GRID,101306,,1.01373E-01,1.98956E-01,4.97202E-01
GRID,101307,,1.11647E-01,1.93378E-01,4.97202E-01
GRID,101308,,1.21615E-01,1.87270E-01,4.97202E-01
GRID,101309,,1.31249E-01,1.80649E-01,4.97202E-01
GRID,101310,,1.40524E-01,1.73532E-01,4.97202E-01
GRID,101311,,1.49413E-01,1.65940E-01,4.97202E-01
GRID,101312,,1.57893E-01,1.57893E-01,4.97202E-01
GRID,101313,,1.65940E-01,1.49413E-01,4.97202E-01
GRID,101314,,1.73532E-01,1.40524E-01,4.97202E-01
GRID,101315,,1.80649E-01,1.31249E-01,4.97202E-01
GRID,101316,,1.87270E-01,1.21615E-01,4.97202E-01
GRID,101317,,1.93378E-01,1.11647E-01,4.97202E-01
GRID,101318,,1.98956E-01,1.01373E-01,4.97202E-01
GRID,101319,,2.03989E-01,9.08219E-02,4.97202E-01
GRID,101320,,2.08463E-01,8.00214E-02,4.97202E-01
GRID,101321,,2.12365E-01,6.90017E-02,4.97202E-01
GRID,101322,,2.15685E-01,5.77928E-02,4.97202E-01
GRID,101323,,2.18415E-01,4.64255E-02,4.97202E-01
GRID,101324,,2.20545E-01,3.49309E-02,4.97202E-01
GRID,101325,,2.22071E-01,2.33406E-02,4.97202E-01
GRID,101326,,2.22988E-01,1.16863E-02,4.97202E-01
GRID,101327,,2.23294E-01,9.7605-9,4.97202E-01
GRID,101328,,2.22988E-01,-1.16860E-02,4.97202E-01
GRID,101329,,2.22071E-01,-2.33400E-02,4.97202E-01
GRID,101330,,2.20545E-01,-3.49300E-02,4.97202E-01
GRID,101331,,2.18415E-01,-4.64250E-02,4.97202E-01
GRID,101332,,2.15685E-01,-5.77920E-02,4.97202E-01
GRID,101333,,2.12365E-01,-6.90010E-02,4.97202E-01
GRID,101334,,2.08463E-01,-8.00210E-02,4.97202E-01
GRID,101335,,2.03989E-01,-9.08210E-02,4.97202E-01
GRID,101336,,1.98956E-01,-1.01373E-01,4.97202E-01
GRID,101337,,1.93378E-01,-1.11647E-01,4.97202E-01
GRID,101338,,1.87270E-01,-1.21615E-01,4.97202E-01
GRID,101339,,1.80649E-01,-1.31249E-01,4.97202E-01
GRID,101340,,1.73532E-01,-1.40524E-01,4.97202E-01
GRID,101341,,1.65940E-01,-1.49413E-01,4.97202E-01
GRID,101342,,1.57893E-01,-1.57893E-01,4.97202E-01
GRID,101343,,1.49413E-01,-1.65940E-01,4.97202E-01
GRID,101344,,1.40524E-01,-1.73532E-01,4.97202E-01
GRID,101345,,1.31249E-01,-1.80649E-01,4.97202E-01
GRID,101346,,1.21615E-01,-1.87270E-01,4.97202E-01
GRID,101347,,1.11647E-01,-1.93378E-01,4.97202E-01
GRID,101348,,1.01373E-01,-1.98956E-01,4.97202E-01
GRID,101349,,9.08219E-02,-2.03989E-01,4.97202E-01
GRID,101350,,8.00214E-02,-2.08463E-01,4.97202E-01
GRID,101351,,6.90017E-02,-2.12365E-01,4.97202E-01
GRID,101352,,5.77928E-02,-2.15685E-01,4.97202E-01
GRID,101353,,4.64255E-02,-2.18415E-01,4.97202E-01
GRID,101354,,3.49309E-02,-2.20545E-01,4.97202E-01
GRID,101355,,2.33406E-02,-2.22071E-01,4.97202E-01
GRID,101356,,1.16863E-02,-2.22988E-01,4.97202E-01
GRID,101357,,9.7605-9,-2.23294E-01,4.97202E-01
GRID,101358,,-1.16860E-02,-2.22988E-01,4.97202E-01
GRID,101359,,-2.33400E-02,-2.22071E-01,4.97202E-01
GRID,101360,,3.49308E-02,2.20545E-01,4.97202E-01
GRID,101361,,2.33406E-02,2.22071E-01,4.97202E-01
GRID,101362,,-2.33400E-02,2.22071E-01,4.97202E-01
GRID,101363,,1.16863E-02,2.22988E-01,4.97202E-01
GRID,101364,,-1.16860E-02,2.22988E-01,4.97202E-01
GRID,101365,,-1.87610E+01,2.23294E-01,4.97202E-01
GRID,101366,,-3.49300E-02,-2.20545E-01,4.97202E-01
GRID,101367,,-4.16830E-02,-2.63182E-01,4.93002E-01
GRID,101368,,-4.77890E-02,-3.01732E-01,4.88560E-01
GRID,101369,,-5.33100E-02,-3.36586E-01,4.84014E-01
GRID,101370,,-5.83000E-02,-3.68096E-01,4.79468E-01
GRID,101371,,-6.28120E-02,-3.96585E-01,4.75000E-01
GRID,101372,,-6.68920E-02,-4.22342E-01,4.70667E-01
GRID,101373,,-7.05810E-02,-4.45631E-01,4.66507E-01
GRID,101374,,-7.39160E-02,-4.66690E-01,4.62546E-01
GRID,101375,,-7.69320E-02,-4.85734E-01,4.58802E-01
GRID,101376,,-7.96600E-02,-5.02957E-01,4.55281E-01
GRID,101377,,-8.21270E-02,-5.18535E-01,4.51986E-01
GRID,101378,,-8.31270E-02,-5.24846E-01,4.51986E-01
GRID,101379,,-8.41260E-02,-5.31156E-01,4.51986E-01
GRID,101380,,-8.51260E-02,-5.37466E-01,4.51986E-01
GRID,101381,,-8.61250E-02,-5.43776E-01,4.51986E-01
GRID,101382,,-8.71250E-02,-5.50086E-01,4.51986E-01
GRID,101383,,-8.81240E-02,-5.56397E-01,4.51986E-01
GRID,101384,,-8.88540E-02,-5.61006E-01,4.51986E-01
GRID,101385,,-9.01230E-02,-5.69017E-01,4.51986E-01
GRID,101386,,-9.11220E-02,-5.75327E-01,4.51986E-01
GRID,101387,,-3.49300E-02,2.20545E-01,4.97202E-01
GRID,101388,,-4.16830E-02,2.63182E-01,4.93002E-01
GRID,101389,,-4.77890E-02,3.01732E-01,4.88560E-01
GRID,101390,,-5.33100E-02,3.36586E-01,4.84014E-01
GRID,101391,,-5.83000E-02,3.68096E-01,4.79468E-01
GRID,101392,,-6.28120E-02,3.96585E-01,4.75000E-01
GRID,101393,,-6.68920E-02,4.22342E-01,4.70667E-01
GRID,101394,,-7.05810E-02,4.45631E-01,4.66507E-01
GRID,101395,,-7.39160E-02,4.66690E-01,4.62546E-01
GRID,101396,,-7.69320E-02,4.85734E-01,4.58802E-01
GRID,101397,,-7.96600E-02,5.02957E-01,4.55281E-01
GRID,101398,,-8.21280E-02,5.18535E-01,4.51986E-01
GRID,101399,,-8.31270E-02,5.24846E-01,4.51986E-01
GRID,101400,,-8.41260E-02,5.31156E-01,4.51986E-01
GRID,101401,,-8.51260E-02,5.37466E-01,4.51986E-01
GRID,101402,,-8.61250E-02,5.43776E-01,4.51986E-01
GRID,101403,,-8.71250E-02,5.50086E-01,4.51986E-01
GRID,101404,,-8.81240E-02,5.56396E-01,4.51986E-01
GRID,101405,,-8.88540E-02,5.61006E-01,4.51986E-01
GRID,101406,,-9.01230E-02,5.69017E-01,4.51986E-01
GRID,101407,,-9.11220E-02,5.75328E-01,4.51986E-01
GRID,101408,,2.74631E-02,1.73395E-01,5.00978E-01
GRID,101409,,3.65003E-02,1.71720E-01,5.00978E-01
GRID,101410,,4.54374E-02,1.69575E-01,5.00978E-01
GRID,101411,,5.42500E-02,1.66964E-01,5.00978E-01
GRID,101412,,6.29139E-02,1.63896E-01,5.00978E-01
GRID,101413,,7.14053E-02,1.60379E-01,5.00978E-01
GRID,101414,,7.97011E-02,1.56422E-01,5.00978E-01
