,Point ID,,X,Y,Z
GRID,106554,,1.19364E-01,-4.58190E-02,5.37079E-01
GRID,106555,,1.16802E-01,-5.20030E-02,5.37079E-01
GRID,106556,,1.13920E-01,-5.80450E-02,5.37079E-01
GRID,106557,,1.10726E-01,-6.39270E-02,5.37079E-01
GRID,106558,,1.07229E-01,-6.96350E-02,5.37079E-01
GRID,106559,,1.03437E-01,-7.51510E-02,5.37079E-01
GRID,106560,,9.93625E-02,-8.04620E-02,5.37079E-01
GRID,106561,,9.50153E-02,-8.55520E-02,5.37079E-01
GRID,106562,,9.04076E-02,-9.04070E-02,5.37079E-01
GRID,106563,,8.55521E-02,-9.50150E-02,5.37079E-01
GRID,106564,,8.04622E-02,-9.93620E-02,5.37079E-01
GRID,106565,,7.51517E-02,-1.03437E-01,5.37079E-01
GRID,106566,,6.96352E-02,-1.07229E-01,5.37079E-01
GRID,106567,,6.39278E-02,-1.10726E-01,5.37079E-01
GRID,106568,,5.80452E-02,-1.13920E-01,5.37079E-01
GRID,106569,,5.20036E-02,-1.16802E-01,5.37079E-01
GRID,106570,,4.58194E-02,-1.19364E-01,5.37079E-01
GRID,106571,,3.95096E-02,-1.21598E-01,5.37079E-01
GRID,106572,,3.30915E-02,-1.23499E-01,5.37079E-01
GRID,106573,,2.65827E-02,-1.25062E-01,5.37079E-01
GRID,106574,,2.00010E-02,-1.26282E-01,5.37079E-01
GRID,106575,,1.33646E-02,-1.27155E-01,5.37079E-01
GRID,106576,,6.69140E-03,-1.27680E-01,5.37079E-01
GRID,106577,,5.5887-9,-1.27856E-01,5.37079E-01
GRID,106578,,-6.69100E-03,-1.27680E-01,5.37079E-01
GRID,106579,,-1.33640E-02,-1.27155E-01,5.37079E-01
GRID,106580,,-2.00010E-02,-1.26282E-01,5.37079E-01
GRID,106581,,-2.65820E-02,-1.25062E-01,5.37079E-01
GRID,106582,,-2.65820E-02,1.25062E-01,5.37079E-01
GRID,106583,,-2.00010E-02,1.26282E-01,5.37079E-01
GRID,106584,,-1.33640E-02,1.27155E-01,5.37079E-01
GRID,106585,,6.69140E-03,1.27680E-01,5.37079E-01
GRID,106586,,-6.69100E-03,1.27680E-01,5.37079E-01
GRID,106587,,-1.45890E+01,1.27856E-01,5.37079E-01
GRID,106588,,-3.30910E-02,-1.23499E-01,5.37079E-01
GRID,106589,,-4.73360E-02,-1.76660E-01,5.37079E-01
GRID,106590,,-6.02370E-02,-2.24810E-01,5.37079E-01
GRID,106591,,-7.19220E-02,-2.68420E-01,5.37079E-01
GRID,106592,,-8.25060E-02,-3.07919E-01,5.37079E-01
GRID,106593,,-9.20920E-02,-3.43693E-01,5.37079E-01
GRID,106594,,-1.00774E-01,-3.76096E-01,5.37079E-01
GRID,106595,,-1.08638E-01,-4.05443E-01,5.37079E-01
GRID,106596,,-1.15760E-01,-4.32024E-01,5.37079E-01
GRID,106597,,-1.22211E-01,-4.56098E-01,5.37079E-01
GRID,106598,,-1.28054E-01,-4.77903E-01,5.37079E-01
GRID,106599,,-1.33346E-01,-4.97653E-01,5.37079E-01
GRID,106600,,-1.38139E-01,-5.15540E-01,5.37079E-01
GRID,106601,,-1.42480E-01,-5.31741E-01,5.37079E-01
GRID,106602,,-1.43400E-01,-5.35176E-01,5.37079E-01
GRID,106603,,-1.44320E-01,-5.38610E-01,5.37079E-01
GRID,106604,,-1.45240E-01,-5.42044E-01,5.37079E-01
GRID,106605,,-1.46161E-01,-5.45479E-01,5.37079E-01
GRID,106606,,-1.47081E-01,-5.48913E-01,5.37079E-01
GRID,106607,,-1.47527E-01,-5.50577E-01,5.37079E-01
GRID,106608,,-1.48921E-01,-5.55782E-01,5.37079E-01
GRID,106609,,-1.49842E-01,-5.59216E-01,5.37079E-01
GRID,106610,,-1.50762E-01,-5.62651E-01,5.37079E-01
GRID,106611,,-3.30910E-02,1.23499E-01,5.37079E-01
GRID,106612,,-4.73360E-02,1.76660E-01,5.37079E-01
GRID,106613,,-6.02370E-02,2.24810E-01,5.37079E-01
GRID,106614,,-7.19220E-02,2.68420E-01,5.37079E-01
GRID,106615,,-8.25060E-02,3.07918E-01,5.37079E-01
GRID,106616,,-9.20920E-02,3.43693E-01,5.37079E-01
GRID,106617,,-1.00775E-01,3.76096E-01,5.37079E-01
GRID,106618,,-1.08638E-01,4.05443E-01,5.37079E-01
GRID,106619,,-1.15760E-01,4.32023E-01,5.37079E-01
GRID,106620,,-1.22211E-01,4.56098E-01,5.37079E-01
GRID,106621,,-1.28054E-01,4.77903E-01,5.37079E-01
GRID,106622,,-1.33346E-01,4.97653E-01,5.37079E-01
GRID,106623,,-1.38139E-01,5.15540E-01,5.37079E-01
GRID,106624,,-1.42480E-01,5.31741E-01,5.37079E-01
GRID,106625,,-1.43400E-01,5.35176E-01,5.37079E-01
GRID,106626,,-1.44320E-01,5.38610E-01,5.37079E-01
GRID,106627,,-1.45240E-01,5.42044E-01,5.37079E-01
GRID,106628,,-1.46161E-01,5.45479E-01,5.37079E-01
GRID,106629,,-1.47081E-01,5.48913E-01,5.37079E-01
GRID,106630,,-1.47527E-01,5.50577E-01,5.37079E-01
GRID,106631,,-1.48921E-01,5.55782E-01,5.37079E-01
GRID,106632,,-1.49842E-01,5.59216E-01,5.37079E-01
GRID,106633,,-1.50762E-01,5.62651E-01,5.37079E-01
GRID,106634,,3.51120E-03,6.69984E-02,5.37079E-01
GRID,106635,,7.01280E-03,6.67228E-02,5.37079E-01
GRID,106636,,1.04952E-02,6.62643E-02,5.37079E-01
GRID,106637,,1.39489E-02,6.56242E-02,5.37079E-01
GRID,106638,,1.73643E-02,6.48043E-02,5.37079E-01
GRID,106639,,2.07321E-02,6.38067E-02,5.37079E-01
GRID,106640,,2.40430E-02,6.26342E-02,5.37079E-01
GRID,106641,,2.72881E-02,6.12901E-02,5.37079E-01
GRID,106642,,3.04584E-02,5.97779E-02,5.37079E-01
GRID,106643,,3.35452E-02,5.81019E-02,5.37079E-01
GRID,106644,,3.65400E-02,5.62667E-02,5.37079E-01
GRID,106645,,3.94347E-02,5.42772E-02,5.37079E-01
GRID,106646,,4.22213E-02,5.21390E-02,5.37079E-01
GRID,106647,,4.48922E-02,4.98578E-02,5.37079E-01
GRID,106648,,4.74400E-02,4.74400E-02,5.37079E-01
GRID,106649,,4.98578E-02,4.48922E-02,5.37079E-01
GRID,106650,,5.21390E-02,4.22213E-02,5.37079E-01
GRID,106651,,5.42772E-02,3.94347E-02,5.37079E-01
GRID,106652,,5.62667E-02,3.65400E-02,5.37079E-01
GRID,106653,,5.81019E-02,3.35452E-02,5.37079E-01
GRID,106654,,5.97779E-02,3.04584E-02,5.37079E-01
GRID,106655,,6.12901E-02,2.72881E-02,5.37079E-01
GRID,106656,,6.26342E-02,2.40430E-02,5.37079E-01
GRID,106657,,6.38067E-02,2.07321E-02,5.37079E-01
GRID,106658,,6.48043E-02,1.73643E-02,5.37079E-01
GRID,106659,,6.56242E-02,1.39489E-02,5.37079E-01
GRID,106660,,6.62643E-02,1.04952E-02,5.37079E-01
GRID,106661,,6.67228E-02,7.01280E-03,5.37079E-01
GRID,106662,,6.69984E-02,3.51120E-03,5.37079E-01
GRID,106663,,6.70903E-02,2.9326-9,5.37079E-01
GRID,106664,,6.69984E-02,-3.51100E-03,5.37079E-01
GRID,106665,,6.67228E-02,-7.01200E-03,5.37079E-01
GRID,106666,,6.62643E-02,-1.04950E-02,5.37079E-01
GRID,106667,,6.56242E-02,-1.39480E-02,5.37079E-01
GRID,106668,,6.48043E-02,-1.73640E-02,5.37079E-01
GRID,106669,,6.38067E-02,-2.07320E-02,5.37079E-01
GRID,106670,,6.26342E-02,-2.40430E-02,5.37079E-01
GRID,106671,,6.12901E-02,-2.72880E-02,5.37079E-01
GRID,106672,,5.97779E-02,-3.04580E-02,5.37079E-01
GRID,106673,,5.81019E-02,-3.35450E-02,5.37079E-01
GRID,106674,,5.62667E-02,-3.65400E-02,5.37079E-01
GRID,106675,,5.42772E-02,-3.94340E-02,5.37079E-01
GRID,106676,,5.21390E-02,-4.22210E-02,5.37079E-01
GRID,106677,,4.98578E-02,-4.48920E-02,5.37079E-01
GRID,106678,,4.74400E-02,-4.74400E-02,5.37079E-01
GRID,106679,,4.48922E-02,-4.98570E-02,5.37079E-01
GRID,106680,,4.22213E-02,-5.21390E-02,5.37079E-01
GRID,106681,,3.94347E-02,-5.42770E-02,5.37079E-01
GRID,106682,,3.65400E-02,-5.62660E-02,5.37079E-01
GRID,106683,,3.35452E-02,-5.81010E-02,5.37079E-01
GRID,106684,,3.04584E-02,-5.97770E-02,5.37079E-01
GRID,106685,,2.72881E-02,-6.12900E-02,5.37079E-01
GRID,106686,,2.40430E-02,-6.26340E-02,5.37079E-01
GRID,106687,,2.07321E-02,-6.38060E-02,5.37079E-01
GRID,106688,,1.73643E-02,-6.48040E-02,5.37079E-01
GRID,106689,,1.39489E-02,-6.56240E-02,5.37079E-01
GRID,106690,,1.04952E-02,-6.62640E-02,5.37079E-01
GRID,106691,,7.01280E-03,-6.67220E-02,5.37079E-01
GRID,106692,,3.51120E-03,-6.69980E-02,5.37079E-01
GRID,106693,,2.9326-9,-6.70900E-02,5.37079E-01
GRID,106694,,-3.51100E-03,-6.69980E-02,5.37079E-01
GRID,106695,,-7.01200E-03,-6.67220E-02,5.37079E-01
GRID,106696,,-1.04950E-02,-6.62640E-02,5.37079E-01
GRID,106697,,-1.39480E-02,-6.56240E-02,5.37079E-01
GRID,106698,,-1.73640E-02,-6.48040E-02,5.37079E-01
GRID,106699,,-1.73640E-02,6.48043E-02,5.37079E-01
GRID,106700,,-1.39480E-02,6.56242E-02,5.37079E-01
GRID,106701,,-1.04950E-02,6.62643E-02,5.37079E-01
GRID,106702,,-7.01200E-03,6.67228E-02,5.37079E-01
GRID,106703,,-3.51100E-03,6.69984E-02,5.37079E-01
GRID,106704,,-1.19330E+01,6.70903E-02,5.37079E-01
GRID,106705,,-2.07320E-02,-6.38060E-02,5.37079E-01
GRID,106706,,-3.95090E-02,-1.21598E-01,5.37079E-01
GRID,106707,,-5.65160E-02,-1.73941E-01,5.37079E-01
GRID,106708,,-7.19200E-02,-2.21349E-01,5.37079E-01
GRID,106709,,-8.58720E-02,-2.64288E-01,5.37079E-01
GRID,106710,,-9.85080E-02,-3.03178E-01,5.37079E-01
GRID,106711,,-1.09954E-01,-3.38403E-01,5.37079E-01
GRID,106712,,-1.20320E-01,-3.70306E-01,5.37079E-01
GRID,106713,,-1.29709E-01,-3.99202E-01,5.37079E-01
GRID,106714,,-1.38212E-01,-4.25373E-01,5.37079E-01
GRID,106715,,-1.45914E-01,-4.49077E-01,5.37079E-01
GRID,106716,,-1.52890E-01,-4.70546E-01,5.37079E-01
GRID,106717,,-1.59208E-01,-4.89992E-01,5.37079E-01
GRID,106718,,-1.64931E-01,-5.07604E-01,5.37079E-01
GRID,106719,,-1.70114E-01,-5.23556E-01,5.37079E-01
GRID,106720,,-1.71212E-01,-5.26937E-01,5.37079E-01
GRID,106721,,-1.72311E-01,-5.30319E-01,5.37079E-01
GRID,106722,,-1.73410E-01,-5.33700E-01,5.37079E-01
GRID,106723,,-1.74508E-01,-5.37082E-01,5.37079E-01
GRID,106724,,-1.75607E-01,-5.40463E-01,5.37079E-01
GRID,106725,,-1.76139E-01,-5.42101E-01,5.37079E-01
GRID,106726,,-1.77805E-01,-5.47226E-01,5.37079E-01
GRID,106727,,-1.78903E-01,-5.50608E-01,5.37079E-01
GRID,106728,,-1.80002E-01,-5.53989E-01,5.37079E-01
GRID,106729,,-2.07320E-02,6.38067E-02,5.37079E-01
GRID,106730,,-3.95090E-02,1.21598E-01,5.37079E-01
GRID,106731,,-5.65160E-02,1.73941E-01,5.37079E-01
GRID,106732,,-7.19200E-02,2.21349E-01,5.37079E-01
GRID,106733,,-8.58720E-02,2.64288E-01,5.37079E-01
GRID,106734,,-9.85080E-02,3.03178E-01,5.37079E-01
GRID,106735,,-1.09954E-01,3.38403E-01,5.37079E-01
GRID,106736,,-1.20320E-01,3.70306E-01,5.37079E-01
GRID,106737,,-1.29709E-01,3.99202E-01,5.37079E-01
GRID,106738,,-1.38212E-01,4.25373E-01,5.37079E-01
GRID,106739,,-1.45914E-01,4.49077E-01,5.37079E-01
GRID,106740,,-1.52890E-01,4.70546E-01,5.37079E-01
GRID,106741,,-1.59208E-01,4.89992E-01,5.37079E-01
GRID,106742,,-1.64931E-01,5.07604E-01,5.37079E-01
GRID,106743,,-1.70114E-01,5.23556E-01,5.37079E-01
GRID,106744,,-1.71212E-01,5.26937E-01,5.37079E-01
GRID,106745,,-1.72311E-01,5.30319E-01,5.37079E-01
GRID,106746,,-1.73410E-01,5.33700E-01,5.37079E-01
GRID,106747,,-1.74508E-01,5.37082E-01,5.37079E-01
GRID,106748,,-1.75607E-01,5.40463E-01,5.37079E-01
GRID,106749,,-1.76139E-01,5.42101E-01,5.37079E-01
GRID,106750,,-1.77805E-01,5.47226E-01,5.37079E-01
GRID,106751,,-1.78903E-01,5.50608E-01,5.37079E-01
GRID,106752,,-1.80002E-01,5.53989E-01,5.37079E-01
GRID,106753,,-2.40430E-02,-6.26340E-02,5.37079E-01
GRID,106754,,-2.40430E-02,6.26342E-02,5.37079E-01
GRID,106755,,-4.58190E-02,-1.19364E-01,5.37079E-01
GRID,106756,,-6.55420E-02,-1.70745E-01,5.37079E-01
GRID,106757,,-8.34060E-02,-2.17282E-01,5.37079E-01
GRID,106758,,-9.95860E-02,-2.59431E-01,5.37079E-01
GRID,106759,,-1.14241E-01,-2.97607E-01,5.37079E-01
GRID,106760,,-1.27514E-01,-3.32184E-01,5.37079E-01
GRID,106761,,-1.39535E-01,-3.63501E-01,5.37079E-01
GRID,106762,,-1.50423E-01,-3.91866E-01,5.37079E-01
GRID,106763,,-1.60285E-01,-4.17557E-01,5.37079E-01
GRID,106764,,-1.69217E-01,-4.40825E-01,5.37079E-01
GRID,106765,,-1.77307E-01,-4.61900E-01,5.37079E-01
GRID,106766,,-1.84634E-01,-4.80988E-01,5.37079E-01
GRID,106767,,-1.91270E-01,-4.98276E-01,5.37079E-01
GRID,106768,,-1.97281E-01,-5.13935E-01,5.37079E-01
GRID,106769,,-1.98555E-01,-5.17254E-01,5.37079E-01
GRID,106770,,-1.99829E-01,-5.20573E-01,5.37079E-01
GRID,106771,,-2.01104E-01,-5.23893E-01,5.37079E-01
GRID,106772,,-2.02378E-01,-5.27212E-01,5.37079E-01
GRID,106773,,-2.03652E-01,-5.30532E-01,5.37079E-01
GRID,106774,,-2.04269E-01,-5.32139E-01,5.37079E-01
GRID,106775,,-2.06201E-01,-5.37171E-01,5.37079E-01
GRID,106776,,-2.07475E-01,-5.40490E-01,5.37079E-01
GRID,106777,,-2.08749E-01,-5.43810E-01,5.37079E-01
GRID,106778,,-4.58190E-02,1.19364E-01,5.37079E-01
GRID,106779,,-6.55420E-02,1.70745E-01,5.37079E-01
GRID,106780,,-8.34060E-02,2.17282E-01,5.37079E-01
GRID,106781,,-9.95860E-02,2.59431E-01,5.37079E-01
GRID,106782,,-1.14241E-01,2.97607E-01,5.37079E-01
GRID,106783,,-1.27514E-01,3.32184E-01,5.37079E-01
GRID,106784,,-1.39535E-01,3.63501E-01,5.37079E-01
GRID,106785,,-1.50423E-01,3.91866E-01,5.37079E-01
GRID,106786,,-1.60285E-01,4.17557E-01,5.37079E-01
GRID,106787,,-1.69217E-01,4.40825E-01,5.37079E-01
GRID,106788,,-1.77307E-01,4.61900E-01,5.37079E-01
GRID,106789,,-1.84634E-01,4.80988E-01,5.37079E-01
GRID,106790,,-1.91270E-01,4.98276E-01,5.37079E-01
GRID,106791,,-1.97281E-01,5.13935E-01,5.37079E-01
GRID,106792,,-1.98555E-01,5.17254E-01,5.37079E-01
GRID,106793,,-1.99830E-01,5.20574E-01,5.37079E-01
GRID,106794,,-2.01104E-01,5.23893E-01,5.37079E-01
GRID,106795,,-2.02378E-01,5.27212E-01,5.37079E-01
GRID,106796,,-2.03652E-01,5.30532E-01,5.37079E-01
GRID,106797,,-2.04269E-01,5.32140E-01,5.37079E-01
GRID,106798,,-2.06201E-01,5.37171E-01,5.37079E-01
GRID,106799,,-2.07475E-01,5.40491E-01,5.37079E-01
GRID,106800,,-2.08749E-01,5.43809E-01,5.37079E-01
GRID,106801,,-2.72880E-02,-6.12900E-02,5.37079E-01
GRID,106802,,-5.20030E-02,-1.16802E-01,5.37079E-01
GRID,106803,,-3.04580E-02,-5.97770E-02,5.37079E-01
GRID,106804,,-2.72880E-02,6.12901E-02,5.37079E-01
GRID,106805,,-3.35450E-02,-5.81010E-02,5.37079E-01
GRID,106806,,-3.04580E-02,5.97779E-02,5.37079E-01
GRID,106807,,-3.65400E-02,-5.62660E-02,5.37079E-01
GRID,106808,,-3.65400E-02,5.62667E-02,5.37079E-01
GRID,106809,,-3.35450E-02,5.81019E-02,5.37079E-01
GRID,106810,,-3.94340E-02,-5.42770E-02,5.37079E-01
GRID,106811,,-4.22210E-02,-5.21390E-02,5.37079E-01
GRID,106812,,-4.48920E-02,-4.98570E-02,5.37079E-01
GRID,106813,,-4.74400E-02,-4.74400E-02,5.37079E-01
GRID,106814,,-4.98570E-02,-4.48920E-02,5.37079E-01
GRID,106815,,-5.21390E-02,-4.22210E-02,5.37079E-01
GRID,106816,,-5.42770E-02,-3.94340E-02,5.37079E-01
GRID,106817,,-5.62660E-02,-3.65400E-02,5.37079E-01
GRID,106818,,-5.81010E-02,-3.35450E-02,5.37079E-01
GRID,106819,,-5.97770E-02,-3.04580E-02,5.37079E-01
GRID,106820,,-6.12900E-02,-2.72880E-02,5.37079E-01
GRID,106821,,-6.26340E-02,-2.40430E-02,5.37079E-01
GRID,106822,,-6.38060E-02,-2.07320E-02,5.37079E-01
GRID,106823,,-6.48040E-02,-1.73640E-02,5.37079E-01
GRID,106824,,-6.56240E-02,-1.39480E-02,5.37079E-01
GRID,106825,,-6.62640E-02,-1.04950E-02,5.37079E-01
GRID,106826,,-6.67220E-02,-7.01200E-03,5.37079E-01
GRID,106827,,-6.69980E-02,-3.51100E-03,5.37079E-01
GRID,106828,,-6.70900E-02,-1.19330E+01,5.37079E-01
GRID,106829,,-6.69980E-02,3.51120E-03,5.37079E-01
GRID,106830,,-6.67220E-02,7.01280E-03,5.37079E-01
GRID,106831,,-6.62640E-02,1.04952E-02,5.37079E-01
GRID,106832,,-6.56240E-02,1.39489E-02,5.37079E-01
GRID,106833,,-6.48040E-02,1.73643E-02,5.37079E-01
GRID,106834,,-6.38060E-02,2.07321E-02,5.37079E-01
GRID,106835,,-6.26340E-02,2.40430E-02,5.37079E-01
GRID,106836,,-6.12900E-02,2.72881E-02,5.37079E-01
GRID,106837,,-5.97770E-02,3.04584E-02,5.37079E-01
GRID,106838,,-5.81010E-02,3.35452E-02,5.37079E-01
GRID,106839,,-5.62660E-02,3.65400E-02,5.37079E-01
GRID,106840,,-5.42770E-02,3.94347E-02,5.37079E-01
GRID,106841,,-5.21390E-02,4.22213E-02,5.37079E-01
GRID,106842,,-4.98570E-02,4.48922E-02,5.37079E-01
GRID,106843,,-4.74400E-02,4.74400E-02,5.37079E-01
GRID,106844,,-4.48920E-02,4.98578E-02,5.37079E-01
GRID,106845,,-4.22210E-02,5.21390E-02,5.37079E-01
GRID,106846,,-3.94340E-02,5.42772E-02,5.37079E-01
GRID,106847,,-5.20030E-02,1.16802E-01,5.37079E-01
GRID,106848,,-7.43890E-02,-1.67080E-01,5.37079E-01
GRID,106849,,-9.46630E-02,-2.12619E-01,5.37079E-01
GRID,106850,,-1.13028E-01,-2.53864E-01,5.37079E-01
GRID,106851,,-1.29660E-01,-2.91221E-01,5.37079E-01
GRID,106852,,-1.44724E-01,-3.25056E-01,5.37079E-01
GRID,106853,,-1.58368E-01,-3.55701E-01,5.37079E-01
GRID,106854,,-1.70726E-01,-3.83456E-01,5.37079E-01
GRID,106855,,-1.81919E-01,-4.08596E-01,5.37079E-01
GRID,106856,,-1.92056E-01,-4.31365E-01,5.37079E-01
GRID,106857,,-2.01238E-01,-4.51987E-01,5.37079E-01
GRID,106858,,-2.09554E-01,-4.70666E-01,5.37079E-01
GRID,106859,,-2.17086E-01,-4.87583E-01,5.37079E-01
GRID,106860,,-2.23908E-01,-5.02906E-01,5.37079E-01
GRID,106861,,-2.25354E-01,-5.06154E-01,5.37079E-01
GRID,106862,,-2.26800E-01,-5.09402E-01,5.37079E-01
GRID,106863,,-2.28247E-01,-5.12651E-01,5.37079E-01
GRID,106864,,-2.29693E-01,-5.15898E-01,5.37079E-01
GRID,106865,,-2.31139E-01,-5.19146E-01,5.37079E-01
GRID,106866,,-2.31839E-01,-5.20720E-01,5.37079E-01
GRID,106867,,-2.34031E-01,-5.25643E-01,5.37079E-01
GRID,106868,,-2.35478E-01,-5.28891E-01,5.37079E-01
GRID,106869,,-2.36924E-01,-5.32139E-01,5.37079E-01
GRID,106870,,-7.43890E-02,1.67080E-01,5.37079E-01
GRID,106871,,-9.46640E-02,2.12619E-01,5.37079E-01
GRID,106872,,-1.13028E-01,2.53864E-01,5.37079E-01
GRID,106873,,-1.29660E-01,2.91221E-01,5.37079E-01
GRID,106874,,-1.44724E-01,3.25056E-01,5.37079E-01
GRID,106875,,-1.58368E-01,3.55701E-01,5.37079E-01
GRID,106876,,-1.70726E-01,3.83456E-01,5.37079E-01
GRID,106877,,-1.81919E-01,4.08596E-01,5.37079E-01
GRID,106878,,-1.92056E-01,4.31365E-01,5.37079E-01
GRID,106879,,-2.01238E-01,4.51987E-01,5.37079E-01
GRID,106880,,-2.09554E-01,4.70666E-01,5.37079E-01
GRID,106881,,-2.17086E-01,4.87583E-01,5.37079E-01
GRID,106882,,-2.23908E-01,5.02906E-01,5.37079E-01
GRID,106883,,-2.25354E-01,5.06154E-01,5.37079E-01
GRID,106884,,-2.26800E-01,5.09402E-01,5.37079E-01
GRID,106885,,-2.28246E-01,5.12650E-01,5.37079E-01
GRID,106886,,-2.29693E-01,5.15898E-01,5.37079E-01
GRID,106887,,-2.31139E-01,5.19147E-01,5.37079E-01
GRID,106888,,-2.31839E-01,5.20720E-01,5.37079E-01
GRID,106889,,-2.34031E-01,5.25643E-01,5.37079E-01
GRID,106890,,-2.35478E-01,5.28891E-01,5.37079E-01
GRID,106891,,-2.36924E-01,5.32139E-01,5.37079E-01
GRID,106892,,-5.80450E-02,-1.13920E-01,5.37079E-01
GRID,106893,,-8.30310E-02,-1.62958E-01,5.37079E-01
GRID,106894,,-6.39270E-02,-1.10726E-01,5.37079E-01
GRID,106895,,-5.80450E-02,1.13920E-01,5.37079E-01
GRID,106896,,-6.96350E-02,-1.07229E-01,5.37079E-01
GRID,106897,,-6.39270E-02,1.10726E-01,5.37079E-01
GRID,106898,,-7.51510E-02,-1.03437E-01,5.37079E-01
GRID,106899,,-7.51510E-02,1.03437E-01,5.37079E-01
GRID,106900,,-6.96350E-02,1.07229E-01,5.37079E-01
GRID,106901,,-8.04620E-02,-9.93620E-02,5.37079E-01
GRID,106902,,-8.55520E-02,-9.50150E-02,5.37079E-01
GRID,106903,,-9.04070E-02,-9.04070E-02,5.37079E-01
GRID,106904,,-9.50150E-02,-8.55520E-02,5.37079E-01
GRID,106905,,-9.93620E-02,-8.04620E-02,5.37079E-01
GRID,106906,,-1.03437E-01,-7.51510E-02,5.37079E-01
GRID,106907,,-1.07229E-01,-6.96350E-02,5.37079E-01
GRID,106908,,-1.10726E-01,-6.39270E-02,5.37079E-01
GRID,106909,,-1.13920E-01,-5.80450E-02,5.37079E-01
GRID,106910,,-1.16802E-01,-5.20030E-02,5.37079E-01
GRID,106911,,-1.19364E-01,-4.58190E-02,5.37079E-01
GRID,106912,,-1.21598E-01,-3.95090E-02,5.37079E-01
GRID,106913,,-1.23499E-01,-3.30910E-02,5.37079E-01
GRID,106914,,-1.25062E-01,-2.65820E-02,5.37079E-01
GRID,106915,,-1.26282E-01,-2.00010E-02,5.37079E-01
GRID,106916,,-1.27155E-01,-1.33640E-02,5.37079E-01
GRID,106917,,-1.27680E-01,-6.69100E-03,5.37079E-01
GRID,106918,,-1.27856E-01,-1.45890E+01,5.37079E-01
GRID,106919,,-1.27680E-01,6.69140E-03,5.37079E-01
GRID,106920,,-1.27155E-01,1.33646E-02,5.37079E-01
GRID,106921,,-1.26282E-01,2.00010E-02,5.37079E-01
GRID,106922,,-1.25062E-01,2.65827E-02,5.37079E-01
GRID,106923,,-1.23499E-01,3.30915E-02,5.37079E-01
GRID,106924,,-1.21598E-01,3.95096E-02,5.37079E-01
GRID,106925,,-1.19364E-01,4.58194E-02,5.37079E-01
GRID,106926,,-1.16802E-01,5.20036E-02,5.37079E-01
GRID,106927,,-1.13920E-01,5.80453E-02,5.37079E-01
GRID,106928,,-1.10726E-01,6.39278E-02,5.37079E-01
GRID,106929,,-1.07229E-01,6.96352E-02,5.37079E-01
GRID,106930,,-1.03437E-01,7.51517E-02,5.37079E-01
GRID,106931,,-9.93620E-02,8.04622E-02,5.37079E-01
GRID,106932,,-9.50150E-02,8.55521E-02,5.37079E-01
GRID,106933,,-9.04070E-02,9.04076E-02,5.37079E-01
GRID,106934,,-8.55520E-02,9.50153E-02,5.37079E-01
GRID,106935,,-8.04620E-02,9.93625E-02,5.37079E-01
GRID,106936,,-8.30310E-02,1.62958E-01,5.37079E-01
GRID,106937,,-1.05662E-01,-2.07373E-01,5.37079E-01
GRID,106938,,-1.26159E-01,-2.47601E-01,5.37079E-01
GRID,106939,,-1.44723E-01,-2.84036E-01,5.37079E-01
GRID,106940,,-1.61538E-01,-3.17036E-01,5.37079E-01
GRID,106941,,-1.76767E-01,-3.46925E-01,5.37079E-01
GRID,106942,,-1.90560E-01,-3.73996E-01,5.37079E-01
GRID,106943,,-2.03053E-01,-3.98515E-01,5.37079E-01
GRID,106944,,-2.14369E-01,-4.20722E-01,5.37079E-01
GRID,106945,,-2.24617E-01,-4.40836E-01,5.37079E-01
GRID,106946,,-2.33899E-01,-4.59054E-01,5.37079E-01
GRID,106947,,-2.42307E-01,-4.75554E-01,5.37079E-01
GRID,106948,,-2.49921E-01,-4.90498E-01,5.37079E-01
GRID,106949,,-2.51535E-01,-4.93666E-01,5.37079E-01
GRID,106950,,-2.53150E-01,-4.96834E-01,5.37079E-01
GRID,106951,,-2.54764E-01,-5.00002E-01,5.37079E-01
GRID,106952,,-2.56378E-01,-5.03170E-01,5.37079E-01
GRID,106953,,-2.57992E-01,-5.06338E-01,5.37079E-01
GRID,106954,,-2.58774E-01,-5.07873E-01,5.37079E-01
GRID,106955,,-2.61221E-01,-5.12674E-01,5.37079E-01
GRID,106956,,-2.62835E-01,-5.15842E-01,5.37079E-01
GRID,106957,,-2.64449E-01,-5.19010E-01,5.37079E-01
GRID,106958,,-1.05662E-01,2.07373E-01,5.37079E-01
GRID,106959,,-1.26159E-01,2.47601E-01,5.37079E-01
GRID,106960,,-1.44723E-01,2.84036E-01,5.37079E-01
GRID,106961,,-1.61538E-01,3.17036E-01,5.37079E-01
GRID,106962,,-1.76767E-01,3.46925E-01,5.37079E-01
GRID,106963,,-1.90560E-01,3.73996E-01,5.37079E-01
GRID,106964,,-2.03053E-01,3.98515E-01,5.37079E-01
GRID,106965,,-2.14369E-01,4.20722E-01,5.37079E-01
GRID,106966,,-2.24617E-01,4.40836E-01,5.37079E-01
GRID,106967,,-2.33900E-01,4.59054E-01,5.37079E-01
GRID,106968,,-2.42307E-01,4.75554E-01,5.37079E-01
GRID,106969,,-2.49921E-01,4.90498E-01,5.37079E-01
GRID,106970,,-2.51536E-01,4.93666E-01,5.37079E-01
GRID,106971,,-2.53150E-01,4.96834E-01,5.37079E-01
GRID,106972,,-2.54764E-01,5.00002E-01,5.37079E-01
